partsid,datalink,parents_partsid
P03937,postgresB,P01312
P03938,postgresB,P01313
P03939,postgresA,P01313
P03940,postgresA,P01313
P03941,postgresB,P01314
P03942,postgresB,P01314
P03943,postgresB,P01314
P03944,postgresB,P01315
P03945,postgresB,P01315
P03946,postgresA,P01315
P03947,postgresC,P01316
P03948,postgresA,P01316
P03949,postgresB,P01316
P03950,postgresB,P01317
P03951,postgresA,P01317
P03952,postgresB,P01317
P03953,postgresA,P01318
P03954,postgresC,P01318
P03955,postgresA,P01318
P03956,postgresB,P01319
P03957,postgresB,P01319
P03958,postgresC,P01319
P03959,postgresA,P01320
P03960,postgresB,P01320
P03961,postgresC,P01320
P03962,postgresB,P01321
P03963,postgresC,P01321
P03964,postgresC,P01321
P03965,postgresC,P01322
P03966,postgresB,P01322
P03967,postgresB,P01322
P03968,postgresB,P01323
P03969,postgresB,P01323
P03970,postgresC,P01323
P03971,postgresA,P01324
P03972,postgresA,P01324
P03973,postgresC,P01324
P03974,postgresC,P01325
P03975,postgresC,P01325
P03976,postgresC,P01325
P03977,postgresB,P01326
P03978,postgresC,P01326
P03979,postgresC,P01326
P03980,postgresA,P01327
P03981,postgresA,P01327
P03982,postgresA,P01327
P03983,postgresB,P01328
P03984,postgresC,P01328
P03985,postgresA,P01328
P03986,postgresA,P01329
P03987,postgresA,P01329
P03988,postgresC,P01329
P03989,postgresC,P01330
P03990,postgresB,P01330
P03991,postgresC,P01330
P03992,postgresB,P01331
P03993,postgresC,P01331
P03994,postgresC,P01331
P03995,postgresB,P01332
P03996,postgresC,P01332
P03997,postgresA,P01332
P03998,postgresC,P01333
P03999,postgresC,P01333
P04000,postgresC,P01333
P04001,postgresB,P01334
P04002,postgresC,P01334
P04003,postgresB,P01334
P04004,postgresB,P01335
P04005,postgresA,P01335
P04006,postgresC,P01335
P04007,postgresC,P01336
P04008,postgresB,P01336
P04009,postgresB,P01336
P04010,postgresA,P01337
P04011,postgresB,P01337
P04012,postgresC,P01337
P04013,postgresC,P01338
P04014,postgresA,P01338
P04015,postgresC,P01338
P04016,postgresB,P01339
P04017,postgresA,P01339
P04018,postgresA,P01339
P04019,postgresA,P01340
P04020,postgresA,P01340
P04021,postgresA,P01340
P04022,postgresB,P01341
P04023,postgresC,P01341
P04024,postgresB,P01341
P04025,postgresC,P01342
P04026,postgresB,P01342
P04027,postgresA,P01342
P04028,postgresC,P01343
P04029,postgresB,P01343
P04030,postgresA,P01343
P04031,postgresB,P01344
P04032,postgresC,P01344
P04033,postgresB,P01344
P04034,postgresA,P01345
P04035,postgresA,P01345
P04036,postgresB,P01345
P04037,postgresA,P01346
P04038,postgresC,P01346
P04039,postgresB,P01346
P04040,postgresB,P01347
P04041,postgresB,P01347
P04042,postgresC,P01347
P04043,postgresC,P01348
P04044,postgresB,P01348
P04045,postgresB,P01348
P04046,postgresA,P01349
P04047,postgresB,P01349
P04048,postgresC,P01349
P04049,postgresB,P01350
P04050,postgresB,P01350
P04051,postgresC,P01350
P04052,postgresA,P01351
P04053,postgresC,P01351
P04054,postgresC,P01351
P04055,postgresA,P01352
P04056,postgresB,P01352
P04057,postgresA,P01352
P04058,postgresB,P01353
P04059,postgresC,P01353
P04060,postgresC,P01353
P04061,postgresC,P01354
P04062,postgresA,P01354
P04063,postgresA,P01354
P04064,postgresC,P01355
P04065,postgresA,P01355
P04066,postgresB,P01355
P04067,postgresA,P01356
P04068,postgresA,P01356
P04069,postgresC,P01356
P04070,postgresB,P01357
P04071,postgresA,P01357
P04072,postgresB,P01357
P04073,postgresB,P01358
P04074,postgresA,P01358
P04075,postgresA,P01358
P04076,postgresC,P01359
P04077,postgresB,P01359
P04078,postgresB,P01359
P04079,postgresA,P01360
P04080,postgresA,P01360
P04081,postgresA,P01360
P04082,postgresC,P01361
P04083,postgresB,P01361
P04084,postgresB,P01361
P04085,postgresC,P01362
P04086,postgresA,P01362
P04087,postgresC,P01362
P04088,postgresA,P01363
P04089,postgresB,P01363
P04090,postgresB,P01363
P04091,postgresC,P01364
P04092,postgresA,P01364
P04093,postgresC,P01364
P04094,postgresA,P01365
P04095,postgresC,P01365
P04096,postgresC,P01365
P04097,postgresA,P01366
P04098,postgresC,P01366
P04099,postgresA,P01366
P04100,postgresB,P01367
P04101,postgresB,P01367
P04102,postgresA,P01367
P04103,postgresB,P01368
P04104,postgresA,P01368
P04105,postgresC,P01368
P04106,postgresC,P01369
P04107,postgresC,P01369
P04108,postgresB,P01369
P04109,postgresB,P01370
P04110,postgresC,P01370
P04111,postgresA,P01370
P04112,postgresA,P01371
P04113,postgresC,P01371
P04114,postgresC,P01371
P04115,postgresB,P01372
P04116,postgresC,P01372
P04117,postgresC,P01372
P04118,postgresC,P01373
P04119,postgresA,P01373
P04120,postgresB,P01373
P04121,postgresB,P01374
P04122,postgresA,P01374
P04123,postgresC,P01374
P04124,postgresB,P01375
P04125,postgresB,P01375
P04126,postgresC,P01375
P04127,postgresB,P01376
P04128,postgresC,P01376
P04129,postgresB,P01376
P04130,postgresC,P01377
P04131,postgresA,P01377
P04132,postgresC,P01377
P04133,postgresA,P01378
P04134,postgresB,P01378
P04135,postgresA,P01378
P04136,postgresC,P01379
P04137,postgresC,P01379
P04138,postgresA,P01379
P04139,postgresA,P01380
P04140,postgresA,P01380
P04141,postgresA,P01380
P04142,postgresB,P01381
P04143,postgresB,P01381
P04144,postgresC,P01381
P04145,postgresB,P01382
P04146,postgresC,P01382
P04147,postgresB,P01382
P04148,postgresC,P01383
P04149,postgresB,P01383
P04150,postgresC,P01383
P04151,postgresB,P01384
P04152,postgresB,P01384
P04153,postgresC,P01384
P04154,postgresB,P01385
P04155,postgresA,P01385
P04156,postgresC,P01385
P04157,postgresA,P01386
P04158,postgresB,P01386
P04159,postgresB,P01386
P04160,postgresC,P01387
P04161,postgresC,P01387
P04162,postgresB,P01387
P04163,postgresB,P01388
P04164,postgresA,P01388
P04165,postgresC,P01388
P04166,postgresA,P01389
P04167,postgresB,P01389
P04168,postgresB,P01389
P04169,postgresB,P01390
P04170,postgresA,P01390
P04171,postgresA,P01390
P04172,postgresA,P01391
P04173,postgresC,P01391
P04174,postgresC,P01391
P04175,postgresB,P01392
P04176,postgresC,P01392
P04177,postgresA,P01392
P04178,postgresA,P01393
P04179,postgresC,P01393
P04180,postgresC,P01393
P04181,postgresB,P01394
P04182,postgresC,P01394
P04183,postgresA,P01394
P04184,postgresB,P01395
P04185,postgresC,P01395
P04186,postgresA,P01395
P04187,postgresC,P01396
P04188,postgresC,P01396
P04189,postgresB,P01396
P04190,postgresC,P01397
P04191,postgresB,P01397
P04192,postgresB,P01397
P04193,postgresB,P01398
P04194,postgresC,P01398
P04195,postgresA,P01398
P04196,postgresA,P01399
P04197,postgresC,P01399
P04198,postgresC,P01399
P04199,postgresC,P01400
P04200,postgresB,P01400
P04201,postgresB,P01400
P04202,postgresA,P01401
P04203,postgresC,P01401
P04204,postgresB,P01401
P04205,postgresA,P01402
P04206,postgresB,P01402
P04207,postgresA,P01402
P04208,postgresA,P01403
P04209,postgresC,P01403
P04210,postgresC,P01403
P04211,postgresA,P01404
P04212,postgresA,P01404
P04213,postgresA,P01404
P04214,postgresA,P01405
P04215,postgresB,P01405
P04216,postgresC,P01405
P04217,postgresB,P01406
P04218,postgresB,P01406
P04219,postgresA,P01406
P04220,postgresB,P01407
P04221,postgresA,P01407
P04222,postgresC,P01407
P04223,postgresC,P01408
P04224,postgresC,P01408
P04225,postgresB,P01408
P04226,postgresA,P01409
P04227,postgresA,P01409
P04228,postgresB,P01409
P04229,postgresC,P01410
P04230,postgresA,P01410
P04231,postgresC,P01410
P04232,postgresC,P01411
P04233,postgresA,P01411
P04234,postgresB,P01411
P04235,postgresC,P01412
P04236,postgresB,P01412
P04237,postgresB,P01412
P04238,postgresB,P01413
P04239,postgresB,P01413
P04240,postgresC,P01413
P04241,postgresA,P01414
P04242,postgresA,P01414
P04243,postgresC,P01414
P04244,postgresB,P01415
P04245,postgresB,P01415
P04246,postgresB,P01415
P04247,postgresC,P01416
P04248,postgresA,P01416
P04249,postgresC,P01416
P04250,postgresA,P01417
P04251,postgresC,P01417
P04252,postgresC,P01417
P04253,postgresB,P01418
P04254,postgresA,P01418
P04255,postgresA,P01418
P04256,postgresA,P01419
P04257,postgresA,P01419
P04258,postgresC,P01419
P04259,postgresC,P01420
P04260,postgresB,P01420
P04261,postgresB,P01420
P04262,postgresC,P01421
P04263,postgresC,P01421
P04264,postgresA,P01421
P04265,postgresB,P01422
P04266,postgresA,P01422
P04267,postgresA,P01422
P04268,postgresA,P01423
P04269,postgresB,P01423
P04270,postgresB,P01423
P04271,postgresC,P01424
P04272,postgresA,P01424
P04273,postgresA,P01424
P04274,postgresC,P01425
P04275,postgresC,P01425
P04276,postgresC,P01425
P04277,postgresB,P01426
P04278,postgresB,P01426
P04279,postgresA,P01426
P04280,postgresB,P01427
P04281,postgresC,P01427
P04282,postgresB,P01427
P04283,postgresA,P01428
P04284,postgresC,P01428
P04285,postgresC,P01428
P04286,postgresB,P01429
P04287,postgresB,P01429
P04288,postgresC,P01429
P04289,postgresC,P01430
P04290,postgresB,P01430
P04291,postgresB,P01430
P04292,postgresB,P01431
P04293,postgresB,P01431
P04294,postgresA,P01431
P04295,postgresC,P01432
P04296,postgresA,P01432
P04297,postgresA,P01432
P04298,postgresC,P01433
P04299,postgresC,P01433
P04300,postgresB,P01433
P04301,postgresA,P01434
P04302,postgresC,P01434
P04303,postgresA,P01434
P04304,postgresB,P01435
P04305,postgresB,P01435
P04306,postgresB,P01435
P04307,postgresB,P01436
P04308,postgresA,P01436
P04309,postgresA,P01436
P04310,postgresA,P01437
P04311,postgresA,P01437
P04312,postgresC,P01437
P04313,postgresB,P01438
P04314,postgresB,P01438
P04315,postgresA,P01438
P04316,postgresA,P01439
P04317,postgresB,P01439
P04318,postgresA,P01439
P04319,postgresB,P01440
P04320,postgresA,P01440
P04321,postgresA,P01440
P04322,postgresA,P01441
P04323,postgresA,P01441
P04324,postgresC,P01441
P04325,postgresC,P01442
P04326,postgresC,P01442
P04327,postgresC,P01442
P04328,postgresC,P01443
P04329,postgresC,P01443
P04330,postgresB,P01443
P04331,postgresA,P01444
P04332,postgresC,P01444
P04333,postgresC,P01444
P04334,postgresC,P01445
P04335,postgresB,P01445
P04336,postgresC,P01445
P04337,postgresB,P01446
P04338,postgresB,P01446
P04339,postgresB,P01446
P04340,postgresC,P01447
P04341,postgresC,P01447
P04342,postgresC,P01447
P04343,postgresA,P01448
P04344,postgresB,P01448
P04345,postgresB,P01448
P04346,postgresC,P01449
P04347,postgresC,P01449
P04348,postgresA,P01449
P04349,postgresC,P01450
P04350,postgresC,P01450
P04351,postgresA,P01450
P04352,postgresC,P01451
P04353,postgresA,P01451
P04354,postgresB,P01451
P04355,postgresA,P01452
P04356,postgresB,P01452
P04357,postgresC,P01452
P04358,postgresC,P01453
P04359,postgresB,P01453
P04360,postgresC,P01453
P04361,postgresB,P01454
P04362,postgresB,P01454
P04363,postgresC,P01454
P04364,postgresB,P01455
P04365,postgresC,P01455
P04366,postgresB,P01455
P04367,postgresC,P01456
P04368,postgresA,P01456
P04369,postgresC,P01456
P04370,postgresB,P01457
P04371,postgresB,P01457
P04372,postgresC,P01457
P04373,postgresA,P01458
P04374,postgresA,P01458
P04375,postgresA,P01458
P04376,postgresB,P01459
P04377,postgresB,P01459
P04378,postgresC,P01459
P04379,postgresA,P01460
P04380,postgresB,P01460
P04381,postgresA,P01460
P04382,postgresA,P01461
P04383,postgresA,P01461
P04384,postgresA,P01461
P04385,postgresC,P01462
P04386,postgresA,P01462
P04387,postgresA,P01462
P04388,postgresB,P01463
P04389,postgresB,P01463
P04390,postgresA,P01463
P04391,postgresC,P01464
P04392,postgresC,P01464
P04393,postgresB,P01464
P04394,postgresB,P01465
P04395,postgresB,P01465
P04396,postgresC,P01465
P04397,postgresC,P01466
P04398,postgresB,P01466
P04399,postgresC,P01466
P04400,postgresB,P01467
P04401,postgresC,P01467
P04402,postgresC,P01467
P04403,postgresB,P01468
P04404,postgresB,P01468
P04405,postgresC,P01468
P04406,postgresA,P01469
P04407,postgresA,P01469
P04408,postgresB,P01469
P04409,postgresA,P01470
P04410,postgresC,P01470
P04411,postgresC,P01470
P04412,postgresC,P01471
P04413,postgresA,P01471
P04414,postgresA,P01471
P04415,postgresC,P01472
P04416,postgresB,P01472
P04417,postgresB,P01472
P04418,postgresC,P01473
P04419,postgresB,P01473
P04420,postgresB,P01473
P04421,postgresA,P01474
P04422,postgresA,P01474
P04423,postgresC,P01474
P04424,postgresB,P01475
P04425,postgresA,P01475
P04426,postgresA,P01475
P04427,postgresB,P01476
P04428,postgresC,P01476
P04429,postgresB,P01476
P04430,postgresC,P01477
P04431,postgresC,P01477
P04432,postgresB,P01477
P04433,postgresC,P01478
P04434,postgresB,P01478
P04435,postgresB,P01478
P04436,postgresA,P01479
P04437,postgresA,P01479
P04438,postgresB,P01479
P04439,postgresC,P01480
P04440,postgresC,P01480
P04441,postgresA,P01480
P04442,postgresC,P01481
P04443,postgresA,P01481
P04444,postgresB,P01481
P04445,postgresB,P01482
P04446,postgresC,P01482
P04447,postgresA,P01482
P04448,postgresC,P01483
P04449,postgresC,P01483
P04450,postgresB,P01483
P04451,postgresC,P01484
P04452,postgresB,P01484
P04453,postgresA,P01484
P04454,postgresC,P01485
P04455,postgresB,P01485
P04456,postgresA,P01485
P04457,postgresB,P01486
P04458,postgresA,P01486
P04459,postgresC,P01486
P04460,postgresA,P01487
P04461,postgresC,P01487
P04462,postgresA,P01487
P04463,postgresA,P01488
P04464,postgresA,P01488
P04465,postgresB,P01488
P04466,postgresA,P01489
P04467,postgresB,P01489
P04468,postgresB,P01489
P04469,postgresA,P01490
P04470,postgresC,P01490
P04471,postgresB,P01490
P04472,postgresC,P01491
P04473,postgresC,P01491
P04474,postgresB,P01491
P04475,postgresB,P01492
P04476,postgresC,P01492
P04477,postgresB,P01492
P04478,postgresB,P01493
P04479,postgresC,P01493
P04480,postgresB,P01493
P04481,postgresA,P01494
P04482,postgresA,P01494
P04483,postgresC,P01494
P04484,postgresB,P01495
P04485,postgresB,P01495
P04486,postgresA,P01495
P04487,postgresA,P01496
P04488,postgresC,P01496
P04489,postgresA,P01496
P04490,postgresC,P01497
P04491,postgresB,P01497
P04492,postgresB,P01497
P04493,postgresA,P01498
P04494,postgresB,P01498
P04495,postgresC,P01498
P04496,postgresA,P01499
P04497,postgresA,P01499
P04498,postgresC,P01499
P04499,postgresB,P01500
P04500,postgresC,P01500
P04501,postgresC,P01500
P04502,postgresA,P01501
P04503,postgresC,P01501
P04504,postgresA,P01501
P04505,postgresA,P01502
P04506,postgresA,P01502
P04507,postgresA,P01502
P04508,postgresB,P01503
P04509,postgresC,P01503
P04510,postgresC,P01503
P04511,postgresB,P01504
P04512,postgresB,P01504
P04513,postgresC,P01504
P04514,postgresB,P01505
P04515,postgresA,P01505
P04516,postgresC,P01505
P04517,postgresC,P01506
P04518,postgresA,P01506
P04519,postgresB,P01506
P04520,postgresB,P01507
P04521,postgresA,P01507
P04522,postgresC,P01507
P04523,postgresB,P01508
P04524,postgresB,P01508
P04525,postgresA,P01508
P04526,postgresA,P01509
P04527,postgresB,P01509
P04528,postgresA,P01509
P04529,postgresA,P01510
P04530,postgresB,P01510
P04531,postgresA,P01510
P04532,postgresB,P01511
P04533,postgresC,P01511
P04534,postgresC,P01511
P04535,postgresB,P01512
P04536,postgresB,P01512
P04537,postgresB,P01512
P04538,postgresC,P01513
P04539,postgresC,P01513
P04540,postgresA,P01513
P04541,postgresA,P01514
P04542,postgresC,P01514
P04543,postgresB,P01514
P04544,postgresA,P01515
P04545,postgresA,P01515
P04546,postgresB,P01515
P04547,postgresA,P01516
P04548,postgresA,P01516
P04549,postgresA,P01516
P04550,postgresB,P01517
P04551,postgresB,P01517
P04552,postgresB,P01517
P04553,postgresC,P01518
P04554,postgresB,P01518
P04555,postgresA,P01518
P04556,postgresB,P01519
P04557,postgresA,P01519
P04558,postgresB,P01519
P04559,postgresC,P01520
P04560,postgresA,P01520
P04561,postgresA,P01520
P04562,postgresA,P01521
P04563,postgresB,P01521
P04564,postgresB,P01521
P04565,postgresA,P01522
P04566,postgresB,P01522
P04567,postgresC,P01522
P04568,postgresC,P01523
P04569,postgresC,P01523
P04570,postgresA,P01523
P04571,postgresC,P01524
P04572,postgresB,P01524
P04573,postgresA,P01524
P04574,postgresA,P01525
P04575,postgresA,P01525
P04576,postgresC,P01525
P04577,postgresB,P01526
P04578,postgresC,P01526
P04579,postgresA,P01526
P04580,postgresC,P01527
P04581,postgresB,P01527
P04582,postgresC,P01527
P04583,postgresB,P01528
P04584,postgresA,P01528
P04585,postgresB,P01528
P04586,postgresC,P01529
P04587,postgresC,P01529
P04588,postgresA,P01529
P04589,postgresC,P01530
P04590,postgresA,P01530
P04591,postgresC,P01530
P04592,postgresA,P01531
P04593,postgresB,P01531
P04594,postgresA,P01531
P04595,postgresC,P01532
P04596,postgresB,P01532
P04597,postgresC,P01532
P04598,postgresA,P01533
P04599,postgresB,P01533
P04600,postgresC,P01533
P04601,postgresA,P01534
P04602,postgresB,P01534
P04603,postgresA,P01534
P04604,postgresB,P01535
P04605,postgresC,P01535
P04606,postgresB,P01535
P04607,postgresC,P01536
P04608,postgresA,P01536
P04609,postgresA,P01536
P04610,postgresA,P01537
P04611,postgresC,P01537
P04612,postgresA,P01537
P04613,postgresA,P01538
P04614,postgresB,P01538
P04615,postgresC,P01538
P04616,postgresC,P01539
P04617,postgresB,P01539
P04618,postgresA,P01539
P04619,postgresA,P01540
P04620,postgresA,P01540
P04621,postgresA,P01540
P04622,postgresA,P01541
P04623,postgresB,P01541
P04624,postgresC,P01541
P04625,postgresB,P01542
P04626,postgresB,P01542
P04627,postgresB,P01542
P04628,postgresC,P01543
P04629,postgresA,P01543
P04630,postgresB,P01543
P04631,postgresC,P01544
P04632,postgresC,P01544
P04633,postgresB,P01544
P04634,postgresB,P01545
P04635,postgresB,P01545
P04636,postgresA,P01545
P04637,postgresB,P01546
P04638,postgresB,P01546
P04639,postgresB,P01546
P04640,postgresC,P01547
P04641,postgresA,P01547
P04642,postgresA,P01547
P04643,postgresC,P01548
P04644,postgresB,P01548
P04645,postgresB,P01548
P04646,postgresC,P01549
P04647,postgresB,P01549
P04648,postgresB,P01549
P04649,postgresA,P01550
P04650,postgresA,P01550
P04651,postgresB,P01550
P04652,postgresB,P01551
P04653,postgresB,P01551
P04654,postgresC,P01551
P04655,postgresA,P01552
P04656,postgresA,P01552
P04657,postgresC,P01552
P04658,postgresC,P01553
P04659,postgresC,P01553
P04660,postgresB,P01553
P04661,postgresC,P01554
P04662,postgresB,P01554
P04663,postgresA,P01554
P04664,postgresA,P01555
P04665,postgresC,P01555
P04666,postgresA,P01555
P04667,postgresB,P01556
P04668,postgresC,P01556
P04669,postgresA,P01556
P04670,postgresC,P01557
P04671,postgresA,P01557
P04672,postgresC,P01557
P04673,postgresB,P01558
P04674,postgresA,P01558
P04675,postgresC,P01558
P04676,postgresB,P01559
P04677,postgresA,P01559
P04678,postgresA,P01559
P04679,postgresA,P01560
P04680,postgresA,P01560
P04681,postgresB,P01560
P04682,postgresB,P01561
P04683,postgresC,P01561
P04684,postgresA,P01561
P04685,postgresB,P01562
P04686,postgresA,P01562
P04687,postgresB,P01562
P04688,postgresB,P01563
P04689,postgresB,P01563
P04690,postgresC,P01563
P04691,postgresB,P01564
P04692,postgresB,P01564
P04693,postgresA,P01564
P04694,postgresB,P01565
P04695,postgresB,P01565
P04696,postgresA,P01565
P04697,postgresA,P01566
P04698,postgresC,P01566
P04699,postgresA,P01566
P04700,postgresA,P01567
P04701,postgresB,P01567
P04702,postgresB,P01567
P04703,postgresC,P01568
P04704,postgresB,P01568
P04705,postgresA,P01568
P04706,postgresB,P01569
P04707,postgresA,P01569
P04708,postgresC,P01569
P04709,postgresC,P01570
P04710,postgresC,P01570
P04711,postgresB,P01570
P04712,postgresB,P01571
P04713,postgresA,P01571
P04714,postgresB,P01571
P04715,postgresC,P01572
P04716,postgresC,P01572
P04717,postgresC,P01572
P04718,postgresB,P01573
P04719,postgresB,P01573
P04720,postgresB,P01573
P04721,postgresB,P01574
P04722,postgresC,P01574
P04723,postgresB,P01574
P04724,postgresB,P01575
P04725,postgresB,P01575
P04726,postgresB,P01575
P04727,postgresB,P01576
P04728,postgresC,P01576
P04729,postgresB,P01576
P04730,postgresA,P01577
P04731,postgresA,P01577
P04732,postgresA,P01577
P04733,postgresC,P01578
P04734,postgresC,P01578
P04735,postgresC,P01578
P04736,postgresA,P01579
P04737,postgresC,P01579
P04738,postgresC,P01579
P04739,postgresC,P01580
P04740,postgresA,P01580
P04741,postgresC,P01580
P04742,postgresB,P01581
P04743,postgresC,P01581
P04744,postgresB,P01581
P04745,postgresA,P01582
P04746,postgresA,P01582
P04747,postgresC,P01582
P04748,postgresB,P01583
P04749,postgresC,P01583
P04750,postgresB,P01583
P04751,postgresA,P01584
P04752,postgresC,P01584
P04753,postgresC,P01584
P04754,postgresC,P01585
P04755,postgresC,P01585
P04756,postgresC,P01585
P04757,postgresC,P01586
P04758,postgresA,P01586
P04759,postgresA,P01586
P04760,postgresC,P01587
P04761,postgresC,P01587
P04762,postgresC,P01587
P04763,postgresA,P01588
P04764,postgresC,P01588
P04765,postgresC,P01588
P04766,postgresB,P01589
P04767,postgresA,P01589
P04768,postgresA,P01589
P04769,postgresA,P01590
P04770,postgresA,P01590
P04771,postgresB,P01590
P04772,postgresB,P01591
P04773,postgresB,P01591
P04774,postgresA,P01591
P04775,postgresA,P01592
P04776,postgresC,P01592
P04777,postgresC,P01592
P04778,postgresA,P01593
P04779,postgresA,P01593
P04780,postgresA,P01593
P04781,postgresC,P01594
P04782,postgresC,P01594
P04783,postgresB,P01594
P04784,postgresA,P01595
P04785,postgresB,P01595
P04786,postgresA,P01595
P04787,postgresA,P01596
P04788,postgresA,P01596
P04789,postgresC,P01596
P04790,postgresB,P01597
P04791,postgresA,P01597
P04792,postgresB,P01597
P04793,postgresB,P01598
P04794,postgresB,P01598
P04795,postgresA,P01598
P04796,postgresA,P01599
P04797,postgresC,P01599
P04798,postgresC,P01599
P04799,postgresC,P01600
P04800,postgresA,P01600
P04801,postgresC,P01600
P04802,postgresA,P01601
P04803,postgresC,P01601
P04804,postgresC,P01601
P04805,postgresB,P01602
P04806,postgresC,P01602
P04807,postgresB,P01602
P04808,postgresB,P01603
P04809,postgresA,P01603
P04810,postgresC,P01603
P04811,postgresC,P01604
P04812,postgresA,P01604
P04813,postgresB,P01604
P04814,postgresC,P01605
P04815,postgresA,P01605
P04816,postgresA,P01605
P04817,postgresB,P01606
P04818,postgresC,P01606
P04819,postgresA,P01606
P04820,postgresA,P01607
P04821,postgresB,P01607
P04822,postgresC,P01607
P04823,postgresB,P01608
P04824,postgresA,P01608
P04825,postgresB,P01608
P04826,postgresB,P01609
P04827,postgresC,P01609
P04828,postgresB,P01609
P04829,postgresA,P01610
P04830,postgresC,P01610
P04831,postgresA,P01610
P04832,postgresA,P01611
P04833,postgresA,P01611
P04834,postgresA,P01611
P04835,postgresB,P01612
P04836,postgresC,P01612
P04837,postgresB,P01612
P04838,postgresA,P01613
P04839,postgresC,P01613
P04840,postgresB,P01613
P04841,postgresA,P01614
P04842,postgresA,P01614
P04843,postgresA,P01614
P04844,postgresA,P01615
P04845,postgresC,P01615
P04846,postgresB,P01615
P04847,postgresB,P01616
P04848,postgresC,P01616
P04849,postgresA,P01616
P04850,postgresB,P01617
P04851,postgresB,P01617
P04852,postgresA,P01617
P04853,postgresB,P01618
P04854,postgresB,P01618
P04855,postgresC,P01618
P04856,postgresC,P01619
P04857,postgresA,P01619
P04858,postgresB,P01619
P04859,postgresB,P01620
P04860,postgresB,P01620
P04861,postgresC,P01620
P04862,postgresB,P01621
P04863,postgresC,P01621
P04864,postgresC,P01621
P04865,postgresC,P01622
P04866,postgresB,P01622
P04867,postgresC,P01622
P04868,postgresA,P01623
P04869,postgresB,P01623
P04870,postgresA,P01623
P04871,postgresA,P01624
P04872,postgresA,P01624
P04873,postgresB,P01624
P04874,postgresC,P01625
P04875,postgresA,P01625
P04876,postgresC,P01625
P04877,postgresB,P01626
P04878,postgresC,P01626
P04879,postgresB,P01626
P04880,postgresB,P01627
P04881,postgresA,P01627
P04882,postgresA,P01627
P04883,postgresA,P01628
P04884,postgresC,P01628
P04885,postgresA,P01628
P04886,postgresC,P01629
P04887,postgresB,P01629
P04888,postgresC,P01629
P04889,postgresC,P01630
P04890,postgresC,P01630
P04891,postgresC,P01630
P04892,postgresA,P01631
P04893,postgresA,P01631
P04894,postgresC,P01631
P04895,postgresA,P01632
P04896,postgresC,P01632
P04897,postgresB,P01632
P04898,postgresB,P01633
P04899,postgresC,P01633
P04900,postgresA,P01633
P04901,postgresA,P01634
P04902,postgresA,P01634
P04903,postgresA,P01634
P04904,postgresC,P01635
P04905,postgresB,P01635
P04906,postgresC,P01635
P04907,postgresB,P01636
P04908,postgresC,P01636
P04909,postgresB,P01636
P04910,postgresA,P01637
P04911,postgresA,P01637
P04912,postgresC,P01637
P04913,postgresB,P01638
P04914,postgresA,P01638
P04915,postgresB,P01638
P04916,postgresC,P01639
P04917,postgresA,P01639
P04918,postgresC,P01639
P04919,postgresB,P01640
P04920,postgresA,P01640
P04921,postgresB,P01640
P04922,postgresA,P01641
P04923,postgresC,P01641
P04924,postgresB,P01641
P04925,postgresA,P01642
P04926,postgresA,P01642
P04927,postgresB,P01642
P04928,postgresB,P01643
P04929,postgresC,P01643
P04930,postgresC,P01643
P04931,postgresC,P01644
P04932,postgresA,P01644
P04933,postgresB,P01644
P04934,postgresA,P01645
P04935,postgresC,P01645
P04936,postgresA,P01645
P04937,postgresB,P01646
P04938,postgresB,P01646
P04939,postgresB,P01646
P04940,postgresC,P01647
P04941,postgresA,P01647
P04942,postgresA,P01647
P04943,postgresA,P01648
P04944,postgresB,P01648
P04945,postgresC,P01648
P04946,postgresA,P01649
P04947,postgresA,P01649
P04948,postgresC,P01649
P04949,postgresB,P01650
P04950,postgresB,P01650
P04951,postgresA,P01650
P04952,postgresC,P01651
P04953,postgresA,P01651
P04954,postgresC,P01651
P04955,postgresC,P01652
P04956,postgresB,P01652
P04957,postgresB,P01652
P04958,postgresC,P01653
P04959,postgresB,P01653
P04960,postgresA,P01653
P04961,postgresC,P01654
P04962,postgresA,P01654
P04963,postgresB,P01654
P04964,postgresC,P01655
P04965,postgresC,P01655
P04966,postgresB,P01655
P04967,postgresB,P01656
P04968,postgresB,P01656
P04969,postgresC,P01656
P04970,postgresB,P01657
P04971,postgresB,P01657
P04972,postgresB,P01657
P04973,postgresB,P01658
P04974,postgresB,P01658
P04975,postgresC,P01658
P04976,postgresA,P01659
P04977,postgresA,P01659
P04978,postgresC,P01659
P04979,postgresB,P01660
P04980,postgresB,P01660
P04981,postgresB,P01660
P04982,postgresA,P01661
P04983,postgresC,P01661
P04984,postgresA,P01661
P04985,postgresC,P01662
P04986,postgresC,P01662
P04987,postgresA,P01662
P04988,postgresC,P01663
P04989,postgresC,P01663
P04990,postgresA,P01663
P04991,postgresC,P01664
P04992,postgresA,P01664
P04993,postgresA,P01664
P04994,postgresB,P01665
P04995,postgresC,P01665
P04996,postgresA,P01665
P04997,postgresA,P01666
P04998,postgresB,P01666
P04999,postgresA,P01666
P05000,postgresC,P01667
P05001,postgresA,P01667
P05002,postgresA,P01667
P05003,postgresA,P01668
P05004,postgresB,P01668
P05005,postgresC,P01668
P05006,postgresA,P01669
P05007,postgresB,P01669
P05008,postgresB,P01669
P05009,postgresA,P01670
P05010,postgresA,P01670
P05011,postgresC,P01670
