partsid,datalink,cfp,parents_partsid,totalcfp
P01401,postgresB,9.256,P00467,0.0
P01402,postgresB,9.674,P00467,0.0
P01403,postgresB,5.792,P00468,0.0
P01404,postgresB,0.949,P00468,0.0
P01405,postgresA,9.239,P00468,0.0
P01406,postgresC,8.878,P00469,0.0
P01407,postgresC,6.489,P00469,0.0
P01408,postgresA,0.305,P00469,0.0
P01409,postgresC,5.474,P00470,0.0
P01410,postgresB,0.66,P00470,0.0
P01411,postgresA,8.806,P00470,0.0
P01412,postgresA,5.267,P00471,0.0
P01413,postgresC,2.985,P00471,0.0
P01414,postgresC,0.445,P00471,0.0
P01415,postgresC,1.372,P00472,0.0
P01416,postgresC,1.644,P00472,0.0
P01417,postgresB,8.026,P00472,0.0
P01418,postgresC,7.24,P00473,0.0
P01419,postgresC,5.395,P00473,0.0
P01420,postgresB,7.526,P00473,0.0
P01421,postgresB,6.233,P00474,0.0
P01422,postgresA,3.18,P00474,0.0
P01423,postgresA,3.6,P00474,0.0
P01424,postgresA,6.14,P00475,0.0
P01425,postgresA,1.769,P00475,0.0
P01426,postgresB,3.918,P00475,0.0
P01427,postgresC,2.149,P00476,0.0
P01428,postgresC,0.148,P00476,0.0
P01429,postgresC,9.941,P00476,0.0
P01430,postgresA,8.965,P00477,0.0
P01431,postgresB,0.924,P00477,0.0
P01432,postgresB,7.816,P00477,0.0
P01433,postgresC,3.845,P00478,0.0
P01434,postgresB,2.705,P00478,0.0
P01435,postgresB,7.74,P00478,0.0
P01436,postgresC,4.405,P00479,0.0
P01437,postgresC,3.712,P00479,0.0
P01438,postgresB,4.945,P00479,0.0
P01439,postgresA,9.124,P00480,0.0
P01440,postgresB,6.575,P00480,0.0
P01441,postgresC,5.838,P00480,0.0
P01442,postgresB,0.241,P00481,0.0
P01443,postgresB,4.47,P00481,0.0
P01444,postgresA,6.06,P00481,0.0
P01445,postgresC,3.996,P00482,0.0
P01446,postgresA,7.908,P00482,0.0
P01447,postgresB,2.09,P00482,0.0
P01448,postgresB,1.454,P00483,0.0
P01449,postgresB,4.337,P00483,0.0
P01450,postgresB,0.424,P00483,0.0
P01451,postgresB,3.257,P00484,0.0
P01452,postgresC,1.781,P00484,0.0
P01453,postgresC,2.468,P00484,0.0
P01454,postgresB,2.18,P00485,0.0
P01455,postgresB,4.072,P00485,0.0
P01456,postgresB,2.102,P00485,0.0
P01457,postgresA,4.722,P00486,0.0
P01458,postgresB,6.512,P00486,0.0
P01459,postgresB,3.66,P00486,0.0
P01460,postgresC,6.951,P00487,0.0
P01461,postgresA,2.086,P00487,0.0
P01462,postgresC,9.688,P00487,0.0
P01463,postgresC,8.54,P00488,0.0
P01464,postgresA,4.055,P00488,0.0
P01465,postgresA,9.102,P00488,0.0
P01466,postgresC,3.064,P00489,0.0
P01467,postgresA,4.917,P00489,0.0
P01468,postgresA,6.746,P00489,0.0
P01469,postgresB,4.777,P00490,0.0
P01470,postgresA,1.301,P00490,0.0
P01471,postgresA,1.695,P00490,0.0
P01472,postgresC,8.225,P00491,0.0
P01473,postgresA,8.134,P00491,0.0
P01474,postgresB,2.008,P00491,0.0
P01475,postgresC,5.422,P00492,0.0
P01476,postgresC,4.315,P00492,0.0
P01477,postgresA,8.149,P00492,0.0
P01478,postgresA,9.499,P00493,0.0
P01479,postgresA,1.942,P00493,0.0
P01480,postgresA,9.667,P00493,0.0
P01481,postgresA,4.24,P00494,0.0
P01482,postgresC,4.818,P00494,0.0
P01483,postgresA,2.794,P00494,0.0
P01484,postgresA,6.119,P00495,0.0
P01485,postgresC,6.603,P00495,0.0
P01486,postgresA,6.555,P00495,0.0
P01487,postgresA,8.515,P00496,0.0
P01488,postgresB,9.774,P00496,0.0
P01489,postgresA,6.205,P00496,0.0
P01490,postgresA,2.798,P00497,0.0
P01491,postgresC,9.687,P00497,0.0
P01492,postgresB,6.177,P00497,0.0
P01493,postgresB,5.627,P00498,0.0
P01494,postgresB,6.79,P00498,0.0
P01495,postgresB,6.273,P00498,0.0
P01496,postgresA,7.775,P00499,0.0
P01497,postgresC,1.045,P00499,0.0
P01498,postgresB,5.802,P00499,0.0
P01499,postgresA,2.684,P00500,0.0
P01500,postgresC,0.269,P00500,0.0
P01501,postgresB,1.531,P00500,0.0
P01502,postgresB,6.644,P00501,0.0
P01503,postgresB,0.332,P00501,0.0
P01504,postgresC,2.028,P00501,0.0
P01505,postgresC,7.959,P00502,0.0
P01506,postgresB,5.794,P00502,0.0
P01507,postgresC,3.67,P00502,0.0
P01508,postgresC,7.713,P00503,0.0
P01509,postgresC,7.672,P00503,0.0
P01510,postgresC,6.352,P00503,0.0
P01511,postgresB,1.741,P00504,0.0
P01512,postgresC,3.581,P00504,0.0
P01513,postgresA,5.416,P00504,0.0
P01514,postgresA,1.202,P00505,0.0
P01515,postgresC,4.342,P00505,0.0
P01516,postgresB,5.19,P00505,0.0
P01517,postgresB,2.951,P00506,0.0
P01518,postgresA,3.23,P00506,0.0
P01519,postgresC,7.838,P00506,0.0
P01520,postgresA,0.606,P00507,0.0
P01521,postgresB,0.357,P00507,0.0
P01522,postgresB,7.511,P00507,0.0
P01523,postgresB,3.204,P00508,0.0
P01524,postgresC,4.5,P00508,0.0
P01525,postgresC,2.516,P00508,0.0
P01526,postgresB,5.933,P00509,0.0
P01527,postgresC,4.271,P00509,0.0
P01528,postgresC,5.904,P00509,0.0
P01529,postgresB,3.937,P00510,0.0
P01530,postgresA,2.32,P00510,0.0
P01531,postgresC,6.807,P00510,0.0
P01532,postgresC,5.577,P00511,0.0
P01533,postgresB,3.103,P00511,0.0
P01534,postgresC,2.563,P00511,0.0
P01535,postgresA,7.725,P00512,0.0
P01536,postgresB,1.103,P00512,0.0
P01537,postgresB,9.313,P00512,0.0
P01538,postgresB,0.071,P00513,0.0
P01539,postgresC,7.544,P00513,0.0
P01540,postgresC,5.464,P00513,0.0
P01541,postgresB,0.301,P00514,0.0
P01542,postgresA,9.194,P00514,0.0
P01543,postgresA,2.096,P00514,0.0
P01544,postgresB,2.755,P00515,0.0
P01545,postgresB,9.598,P00515,0.0
P01546,postgresB,4.213,P00515,0.0
P01547,postgresC,3.428,P00516,0.0
P01548,postgresC,9.414,P00516,0.0
P01549,postgresC,1.486,P00516,0.0
P01550,postgresC,5.527,P00517,0.0
P01551,postgresC,4.782,P00517,0.0
P01552,postgresC,8.239,P00517,0.0
P01553,postgresC,7.77,P00518,0.0
P01554,postgresC,1.927,P00518,0.0
P01555,postgresB,4.586,P00518,0.0
P01556,postgresA,0.946,P00519,0.0
P01557,postgresA,8.009,P00519,0.0
P01558,postgresB,0.285,P00519,0.0
P01559,postgresA,7.562,P00520,0.0
P01560,postgresB,3.203,P00520,0.0
P01561,postgresC,9.677,P00520,0.0
P01562,postgresC,0.051,P00521,0.0
P01563,postgresB,7.006,P00521,0.0
P01564,postgresB,8.977,P00521,0.0
P01565,postgresA,5.884,P00522,0.0
P01566,postgresA,1.951,P00522,0.0
P01567,postgresA,5.871,P00522,0.0
P01568,postgresC,7.097,P00523,0.0
P01569,postgresA,9.672,P00523,0.0
P01570,postgresA,9.758,P00523,0.0
P01571,postgresB,3.053,P00524,0.0
P01572,postgresA,4.083,P00524,0.0
P01573,postgresC,9.784,P00524,0.0
P01574,postgresA,9.253,P00525,0.0
P01575,postgresA,3.201,P00525,0.0
P01576,postgresC,8.396,P00525,0.0
P01577,postgresC,5.655,P00526,0.0
P01578,postgresA,6.532,P00526,0.0
P01579,postgresA,2.146,P00526,0.0
P01580,postgresC,1.908,P00527,0.0
P01581,postgresB,2.762,P00527,0.0
P01582,postgresC,5.606,P00527,0.0
P01583,postgresC,4.572,P00528,0.0
P01584,postgresC,6.748,P00528,0.0
P01585,postgresA,6.435,P00528,0.0
P01586,postgresC,2.293,P00529,0.0
P01587,postgresB,9.073,P00529,0.0
P01588,postgresB,4.683,P00529,0.0
P01589,postgresC,2.342,P00530,0.0
P01590,postgresC,5.726,P00530,0.0
P01591,postgresA,3.854,P00530,0.0
P01592,postgresC,7.69,P00531,0.0
P01593,postgresB,7.277,P00531,0.0
P01594,postgresC,3.794,P00531,0.0
P01595,postgresC,4.513,P00532,0.0
P01596,postgresB,1.548,P00532,0.0
P01597,postgresA,0.473,P00532,0.0
P01598,postgresC,2.63,P00533,0.0
P01599,postgresA,8.369,P00533,0.0
P01600,postgresC,0.143,P00533,0.0
P01601,postgresC,2.361,P00534,0.0
P01602,postgresB,7.305,P00534,0.0
P01603,postgresB,3.049,P00534,0.0
P01604,postgresC,8.273,P00535,0.0
P01605,postgresB,0.076,P00535,0.0
P01606,postgresB,0.153,P00535,0.0
P01607,postgresC,9.757,P00536,0.0
P01608,postgresB,7.118,P00536,0.0
P01609,postgresC,7.411,P00536,0.0
P01610,postgresC,0.741,P00537,0.0
P01611,postgresC,4.821,P00537,0.0
P01612,postgresA,1.9,P00537,0.0
P01613,postgresC,9.133,P00538,0.0
P01614,postgresB,4.267,P00538,0.0
P01615,postgresB,2.027,P00538,0.0
P01616,postgresA,2.969,P00539,0.0
P01617,postgresB,3.811,P00539,0.0
P01618,postgresC,7.856,P00539,0.0
P01619,postgresC,7.659,P00540,0.0
P01620,postgresA,9.349,P00540,0.0
P01621,postgresB,3.285,P00540,0.0
P01622,postgresB,3.29,P00541,0.0
P01623,postgresB,3.63,P00541,0.0
P01624,postgresA,7.271,P00541,0.0
P01625,postgresB,6.938,P00542,0.0
P01626,postgresC,0.624,P00542,0.0
P01627,postgresB,8.082,P00542,0.0
P01628,postgresB,1.576,P00543,0.0
P01629,postgresB,7.669,P00543,0.0
P01630,postgresC,0.393,P00543,0.0
P01631,postgresC,4.504,P00544,0.0
P01632,postgresB,9.476,P00544,0.0
P01633,postgresB,3.623,P00544,0.0
P01634,postgresB,2.408,P00545,0.0
P01635,postgresC,8.071,P00545,0.0
P01636,postgresC,8.615,P00545,0.0
P01637,postgresA,9.594,P00546,0.0
P01638,postgresA,0.62,P00546,0.0
P01639,postgresB,1.827,P00546,0.0
P01640,postgresB,9.947,P00547,0.0
P01641,postgresC,2.909,P00547,0.0
P01642,postgresA,2.94,P00547,0.0
P01643,postgresB,9.519,P00548,0.0
P01644,postgresA,0.656,P00548,0.0
P01645,postgresB,9.967,P00548,0.0
P01646,postgresB,4.739,P00549,0.0
P01647,postgresC,1.01,P00549,0.0
P01648,postgresC,8.908,P00549,0.0
P01649,postgresC,7.376,P00550,0.0
P01650,postgresC,7.509,P00550,0.0
P01651,postgresC,8.79,P00550,0.0
P01652,postgresB,2.675,P00551,0.0
P01653,postgresA,8.316,P00551,0.0
P01654,postgresA,3.72,P00551,0.0
P01655,postgresB,2.049,P00552,0.0
P01656,postgresB,1.238,P00552,0.0
P01657,postgresA,4.236,P00552,0.0
P01658,postgresB,8.216,P00553,0.0
P01659,postgresB,3.619,P00553,0.0
P01660,postgresA,2.993,P00553,0.0
P01661,postgresC,1.857,P00554,0.0
P01662,postgresB,7.919,P00554,0.0
P01663,postgresA,7.17,P00554,0.0
P01664,postgresC,3.39,P00555,0.0
P01665,postgresC,8.099,P00555,0.0
P01666,postgresA,3.331,P00555,0.0
P01667,postgresB,8.61,P00556,0.0
P01668,postgresA,1.154,P00556,0.0
P01669,postgresA,1.462,P00556,0.0
P01670,postgresC,5.17,P00557,0.0
P01671,postgresC,1.154,P00557,0.0
P01672,postgresC,9.482,P00557,0.0
P01673,postgresB,9.217,P00558,0.0
P01674,postgresA,5.799,P00558,0.0
P01675,postgresC,2.759,P00558,0.0
P01676,postgresC,2.001,P00559,0.0
P01677,postgresB,8.988,P00559,0.0
P01678,postgresB,4.513,P00559,0.0
P01679,postgresB,9.764,P00560,0.0
P01680,postgresB,8.228,P00560,0.0
P01681,postgresA,7.493,P00560,0.0
P01682,postgresC,1.561,P00561,0.0
P01683,postgresC,7.214,P00561,0.0
P01684,postgresB,6.253,P00561,0.0
P01685,postgresA,7.702,P00562,0.0
P01686,postgresA,2.661,P00562,0.0
P01687,postgresB,1.754,P00562,0.0
P01688,postgresA,4.91,P00563,0.0
P01689,postgresB,2.235,P00563,0.0
P01690,postgresA,2.492,P00563,0.0
P01691,postgresC,5.681,P00564,0.0
P01692,postgresB,1.363,P00564,0.0
P01693,postgresC,4.409,P00564,0.0
P01694,postgresC,2.433,P00565,0.0
P01695,postgresA,3.6,P00565,0.0
P01696,postgresB,8.693,P00565,0.0
P01697,postgresA,1.638,P00566,0.0
P01698,postgresB,5.557,P00566,0.0
P01699,postgresA,3.629,P00566,0.0
P01700,postgresC,1.012,P00567,0.0
P01701,postgresA,1.463,P00567,0.0
P01702,postgresB,2.091,P00567,0.0
P01703,postgresB,0.989,P00568,0.0
P01704,postgresB,9.234,P00568,0.0
P01705,postgresA,2.02,P00568,0.0
P01706,postgresB,3.706,P00569,0.0
P01707,postgresA,9.603,P00569,0.0
P01708,postgresC,0.244,P00569,0.0
P01709,postgresB,0.774,P00570,0.0
P01710,postgresC,1.126,P00570,0.0
P01711,postgresC,6.513,P00570,0.0
P01712,postgresB,0.425,P00571,0.0
P01713,postgresC,0.089,P00571,0.0
P01714,postgresA,4.973,P00571,0.0
P01715,postgresB,2.263,P00572,0.0
P01716,postgresA,8.585,P00572,0.0
P01717,postgresA,2.314,P00572,0.0
P01718,postgresC,1.303,P00573,0.0
P01719,postgresB,8.901,P00573,0.0
P01720,postgresC,0.356,P00573,0.0
P01721,postgresA,7.247,P00574,0.0
P01722,postgresA,5.446,P00574,0.0
P01723,postgresA,1.786,P00574,0.0
P01724,postgresA,0.18,P00575,0.0
P01725,postgresB,0.511,P00575,0.0
P01726,postgresB,9.734,P00575,0.0
P01727,postgresC,5.405,P00576,0.0
P01728,postgresC,2.701,P00576,0.0
P01729,postgresB,2.768,P00576,0.0
P01730,postgresC,8.179,P00577,0.0
P01731,postgresA,1.955,P00577,0.0
P01732,postgresC,7.658,P00577,0.0
P01733,postgresA,9.917,P00578,0.0
P01734,postgresC,9.641,P00578,0.0
P01735,postgresB,0.046,P00578,0.0
P01736,postgresC,7.028,P00579,0.0
P01737,postgresC,4.879,P00579,0.0
P01738,postgresC,2.272,P00579,0.0
P01739,postgresA,9.537,P00580,0.0
P01740,postgresC,0.177,P00580,0.0
P01741,postgresC,4.632,P00580,0.0
P01742,postgresB,3.117,P00581,0.0
P01743,postgresC,4.902,P00581,0.0
P01744,postgresA,6.746,P00581,0.0
P01745,postgresB,6.583,P00582,0.0
P01746,postgresB,2.441,P00582,0.0
P01747,postgresC,4.858,P00582,0.0
P01748,postgresC,3.13,P00583,0.0
P01749,postgresA,9.255,P00583,0.0
P01750,postgresA,4.91,P00583,0.0
P01751,postgresC,4.791,P00584,0.0
P01752,postgresC,3.763,P00584,0.0
P01753,postgresB,7.359,P00584,0.0
P01754,postgresB,4.588,P00585,0.0
P01755,postgresC,9.192,P00585,0.0
P01756,postgresB,8.922,P00585,0.0
P01757,postgresB,1.05,P00586,0.0
P01758,postgresB,5.196,P00586,0.0
P01759,postgresB,8.669,P00586,0.0
P01760,postgresA,0.266,P00587,0.0
P01761,postgresA,9.331,P00587,0.0
P01762,postgresA,2.087,P00587,0.0
P01763,postgresC,0.926,P00588,0.0
P01764,postgresB,0.785,P00588,0.0
P01765,postgresA,8.081,P00588,0.0
P01766,postgresC,1.923,P00589,0.0
P01767,postgresB,5.006,P00589,0.0
P01768,postgresB,3.721,P00589,0.0
P01769,postgresB,3.736,P00590,0.0
P01770,postgresB,8.73,P00590,0.0
P01771,postgresA,0.431,P00590,0.0
P01772,postgresB,4.937,P00591,0.0
P01773,postgresA,7.837,P00591,0.0
P01774,postgresB,2.65,P00591,0.0
P01775,postgresA,2.645,P00592,0.0
P01776,postgresB,8.412,P00592,0.0
P01777,postgresB,0.965,P00592,0.0
P01778,postgresA,9.764,P00593,0.0
P01779,postgresB,4.332,P00593,0.0
P01780,postgresB,5.114,P00593,0.0
P01781,postgresB,5.399,P00594,0.0
P01782,postgresC,1.823,P00594,0.0
P01783,postgresC,5.152,P00594,0.0
P01784,postgresC,0.23,P00595,0.0
P01785,postgresB,5.585,P00595,0.0
P01786,postgresA,7.279,P00595,0.0
P01787,postgresA,4.478,P00596,0.0
P01788,postgresC,8.761,P00596,0.0
P01789,postgresA,5.115,P00596,0.0
P01790,postgresB,3.388,P00597,0.0
P01791,postgresC,0.706,P00597,0.0
P01792,postgresC,9.694,P00597,0.0
P01793,postgresC,8.835,P00598,0.0
P01794,postgresC,4.747,P00598,0.0
P01795,postgresB,3.535,P00598,0.0
P01796,postgresA,8.543,P00599,0.0
P01797,postgresC,1.898,P00599,0.0
P01798,postgresC,1.612,P00599,0.0
P01799,postgresA,2.163,P00600,0.0
P01800,postgresB,2.606,P00600,0.0
P01801,postgresB,0.6,P00600,0.0
P01802,postgresC,2.519,P00601,0.0
P01803,postgresB,1.392,P00601,0.0
P01804,postgresC,2.876,P00601,0.0
P01805,postgresC,1.248,P00602,0.0
P01806,postgresA,3.448,P00602,0.0
P01807,postgresA,6.749,P00602,0.0
P01808,postgresC,0.116,P00603,0.0
P01809,postgresA,9.214,P00603,0.0
P01810,postgresB,7.143,P00603,0.0
P01811,postgresA,3.104,P00604,0.0
P01812,postgresB,7.695,P00604,0.0
P01813,postgresA,3.022,P00604,0.0
P01814,postgresC,7.059,P00605,0.0
P01815,postgresC,2.551,P00605,0.0
P01816,postgresC,5.864,P00605,0.0
P01817,postgresA,0.655,P00606,0.0
P01818,postgresB,0.842,P00606,0.0
P01819,postgresB,5.75,P00606,0.0
P01820,postgresC,6.397,P00607,0.0
P01821,postgresB,9.189,P00607,0.0
P01822,postgresA,8.436,P00607,0.0
P01823,postgresA,1.921,P00608,0.0
P01824,postgresA,6.521,P00608,0.0
P01825,postgresA,8.122,P00608,0.0
P01826,postgresA,0.732,P00609,0.0
P01827,postgresB,6.571,P00609,0.0
P01828,postgresB,1.339,P00609,0.0
P01829,postgresB,1.246,P00610,0.0
P01830,postgresC,7.4,P00610,0.0
P01831,postgresA,3.971,P00610,0.0
P01832,postgresA,0.402,P00611,0.0
P01833,postgresC,5.74,P00611,0.0
P01834,postgresB,2.76,P00611,0.0
P01835,postgresC,2.15,P00612,0.0
P01836,postgresA,5.475,P00612,0.0
P01837,postgresC,3.203,P00612,0.0
P01838,postgresA,4.65,P00613,0.0
P01839,postgresA,7.665,P00613,0.0
P01840,postgresB,4.223,P00613,0.0
P01841,postgresB,6.708,P00614,0.0
P01842,postgresC,6.682,P00614,0.0
P01843,postgresA,8.9,P00614,0.0
P01844,postgresB,9.583,P00615,0.0
P01845,postgresC,0.121,P00615,0.0
P01846,postgresC,1.151,P00615,0.0
P01847,postgresA,6.354,P00616,0.0
P01848,postgresA,5.363,P00616,0.0
P01849,postgresB,9.403,P00616,0.0
P01850,postgresB,1.854,P00617,0.0
P01851,postgresC,7.596,P00617,0.0
P01852,postgresC,5.972,P00617,0.0
P01853,postgresA,1.455,P00618,0.0
P01854,postgresC,3.95,P00618,0.0
P01855,postgresA,8.754,P00618,0.0
P01856,postgresB,8.285,P00619,0.0
P01857,postgresA,3.156,P00619,0.0
P01858,postgresC,9.153,P00619,0.0
P01859,postgresB,7.831,P00620,0.0
P01860,postgresA,4.014,P00620,0.0
P01861,postgresA,4.376,P00620,0.0
P01862,postgresB,5.796,P00621,0.0
P01863,postgresA,9.034,P00621,0.0
P01864,postgresC,0.988,P00621,0.0
P01865,postgresB,1.875,P00622,0.0
P01866,postgresC,4.014,P00622,0.0
P01867,postgresB,7.195,P00622,0.0
P01868,postgresC,6.008,P00623,0.0
P01869,postgresB,3.692,P00623,0.0
P01870,postgresA,3.872,P00623,0.0
P01871,postgresB,4.532,P00624,0.0
P01872,postgresC,4.208,P00624,0.0
P01873,postgresA,9.834,P00624,0.0
P01874,postgresA,0.362,P00625,0.0
P01875,postgresB,1.74,P00625,0.0
P01876,postgresC,5.835,P00625,0.0
P01877,postgresC,0.768,P00626,0.0
P01878,postgresC,9.486,P00626,0.0
P01879,postgresC,8.12,P00626,0.0
P01880,postgresA,7.88,P00627,0.0
P01881,postgresB,7.125,P00627,0.0
P01882,postgresB,0.185,P00627,0.0
P01883,postgresA,2.444,P00628,0.0
P01884,postgresC,9.318,P00628,0.0
P01885,postgresA,8.233,P00628,0.0
P01886,postgresC,8.559,P00629,0.0
P01887,postgresB,7.038,P00629,0.0
P01888,postgresC,8.44,P00629,0.0
P01889,postgresA,2.453,P00630,0.0
P01890,postgresA,7.818,P00630,0.0
P01891,postgresA,5.833,P00630,0.0
P01892,postgresB,4.248,P00631,0.0
P01893,postgresA,4.734,P00631,0.0
P01894,postgresA,3.758,P00631,0.0
P01895,postgresA,7.438,P00632,0.0
P01896,postgresC,7.364,P00632,0.0
P01897,postgresC,5.383,P00632,0.0
P01898,postgresB,5.005,P00633,0.0
P01899,postgresB,6.608,P00633,0.0
P01900,postgresC,5.936,P00633,0.0
P01901,postgresB,4.294,P00634,0.0
P01902,postgresB,9.587,P00634,0.0
P01903,postgresC,0.851,P00634,0.0
P01904,postgresC,8.119,P00635,0.0
P01905,postgresC,0.171,P00635,0.0
P01906,postgresB,4.602,P00635,0.0
P01907,postgresB,1.632,P00636,0.0
P01908,postgresA,4.812,P00636,0.0
P01909,postgresB,0.401,P00636,0.0
P01910,postgresC,7.286,P00637,0.0
P01911,postgresC,3.54,P00637,0.0
P01912,postgresB,4.065,P00637,0.0
P01913,postgresA,1.421,P00638,0.0
P01914,postgresC,0.978,P00638,0.0
P01915,postgresA,2.416,P00638,0.0
P01916,postgresC,3.749,P00639,0.0
P01917,postgresA,8.932,P00639,0.0
P01918,postgresC,3.568,P00639,0.0
P01919,postgresA,8.12,P00640,0.0
P01920,postgresC,2.481,P00640,0.0
P01921,postgresB,2.039,P00640,0.0
P01922,postgresA,0.955,P00641,0.0
P01923,postgresA,5.461,P00641,0.0
P01924,postgresC,8.136,P00641,0.0
P01925,postgresB,0.107,P00642,0.0
P01926,postgresA,2.69,P00642,0.0
P01927,postgresB,5.791,P00642,0.0
P01928,postgresC,9.757,P00643,0.0
P01929,postgresA,6.07,P00643,0.0
P01930,postgresC,9.225,P00643,0.0
P01931,postgresA,4.685,P00644,0.0
P01932,postgresB,0.28,P00644,0.0
P01933,postgresC,1.954,P00644,0.0
P01934,postgresC,0.824,P00645,0.0
P01935,postgresC,2.351,P00645,0.0
P01936,postgresB,8.269,P00645,0.0
P01937,postgresB,0.683,P00646,0.0
P01938,postgresB,2.318,P00646,0.0
P01939,postgresA,5.615,P00646,0.0
P01940,postgresA,1.305,P00647,0.0
P01941,postgresC,1.324,P00647,0.0
P01942,postgresC,1.748,P00647,0.0
P01943,postgresA,8.591,P00648,0.0
P01944,postgresA,7.946,P00648,0.0
P01945,postgresC,9.124,P00648,0.0
P01946,postgresA,3.505,P00649,0.0
P01947,postgresA,2.27,P00649,0.0
P01948,postgresA,0.101,P00649,0.0
P01949,postgresC,1.012,P00650,0.0
P01950,postgresC,3.91,P00650,0.0
P01951,postgresA,2.239,P00650,0.0
P01952,postgresA,4.645,P00651,0.0
P01953,postgresB,9.779,P00651,0.0
P01954,postgresA,2.338,P00651,0.0
P01955,postgresB,3.67,P00652,0.0
P01956,postgresB,7.501,P00652,0.0
P01957,postgresB,8.416,P00652,0.0
P01958,postgresA,3.176,P00653,0.0
P01959,postgresA,3.533,P00653,0.0
P01960,postgresC,5.728,P00653,0.0
P01961,postgresC,3.263,P00654,0.0
P01962,postgresC,7.381,P00654,0.0
P01963,postgresC,7.303,P00654,0.0
P01964,postgresB,2.698,P00655,0.0
P01965,postgresB,2.531,P00655,0.0
P01966,postgresC,4.848,P00655,0.0
P01967,postgresC,7.713,P00656,0.0
P01968,postgresA,5.674,P00656,0.0
P01969,postgresC,3.725,P00656,0.0
P01970,postgresC,6.523,P00657,0.0
P01971,postgresC,7.289,P00657,0.0
P01972,postgresA,4.56,P00657,0.0
P01973,postgresC,4.12,P00658,0.0
P01974,postgresB,4.804,P00658,0.0
P01975,postgresC,4.353,P00658,0.0
P01976,postgresB,8.133,P00659,0.0
P01977,postgresA,5.345,P00659,0.0
P01978,postgresB,8.191,P00659,0.0
P01979,postgresC,8.958,P00660,0.0
P01980,postgresC,1.437,P00660,0.0
P01981,postgresC,9.503,P00660,0.0
P01982,postgresC,3.069,P00661,0.0
P01983,postgresC,6.502,P00661,0.0
P01984,postgresB,8.091,P00661,0.0
P01985,postgresC,1.923,P00662,0.0
P01986,postgresA,9.395,P00662,0.0
P01987,postgresA,0.949,P00662,0.0
P01988,postgresA,7.822,P00663,0.0
P01989,postgresB,9.746,P00663,0.0
P01990,postgresA,1.383,P00663,0.0
P01991,postgresC,5.244,P00664,0.0
P01992,postgresA,3.656,P00664,0.0
P01993,postgresC,1.139,P00664,0.0
P01994,postgresA,4.843,P00665,0.0
P01995,postgresC,3.552,P00665,0.0
P01996,postgresC,5.57,P00665,0.0
P01997,postgresA,1.936,P00666,0.0
P01998,postgresA,2.786,P00666,0.0
P01999,postgresC,1.0,P00666,0.0
P02000,postgresB,0.327,P00667,0.0
P02001,postgresA,8.812,P00667,0.0
P02002,postgresC,2.591,P00667,0.0
P02003,postgresB,3.687,P00668,0.0
P02004,postgresA,2.219,P00668,0.0
P02005,postgresA,5.002,P00668,0.0
P02006,postgresB,4.883,P00669,0.0
P02007,postgresA,4.92,P00669,0.0
P02008,postgresB,2.941,P00669,0.0
P02009,postgresB,5.615,P00670,0.0
P02010,postgresB,9.723,P00670,0.0
P02011,postgresA,0.006,P00670,0.0
P02012,postgresC,2.608,P00671,0.0
P02013,postgresC,1.138,P00671,0.0
P02014,postgresC,6.626,P00671,0.0
P02015,postgresA,8.738,P00672,0.0
P02016,postgresB,4.271,P00672,0.0
P02017,postgresB,7.316,P00672,0.0
P02018,postgresA,6.298,P00673,0.0
P02019,postgresC,8.049,P00673,0.0
P02020,postgresA,3.734,P00673,0.0
P02021,postgresA,0.101,P00674,0.0
P02022,postgresB,1.01,P00674,0.0
P02023,postgresC,5.77,P00674,0.0
P02024,postgresC,0.427,P00675,0.0
P02025,postgresB,1.431,P00675,0.0
P02026,postgresB,6.24,P00675,0.0
P02027,postgresB,6.162,P00676,0.0
P02028,postgresB,0.904,P00676,0.0
P02029,postgresB,9.946,P00676,0.0
P02030,postgresB,7.096,P00677,0.0
P02031,postgresA,8.547,P00677,0.0
P02032,postgresB,9.068,P00677,0.0
P02033,postgresC,8.953,P00678,0.0
P02034,postgresB,3.309,P00678,0.0
P02035,postgresB,4.49,P00678,0.0
P02036,postgresB,7.043,P00679,0.0
P02037,postgresA,5.956,P00679,0.0
P02038,postgresA,5.531,P00679,0.0
P02039,postgresB,0.677,P00680,0.0
P02040,postgresB,2.662,P00680,0.0
P02041,postgresB,1.079,P00680,0.0
P02042,postgresB,3.17,P00681,0.0
P02043,postgresC,9.094,P00681,0.0
P02044,postgresC,4.521,P00681,0.0
P02045,postgresB,2.22,P00682,0.0
P02046,postgresB,5.98,P00682,0.0
P02047,postgresA,0.961,P00682,0.0
P02048,postgresA,9.256,P00683,0.0
P02049,postgresC,9.131,P00683,0.0
P02050,postgresA,7.775,P00683,0.0
P02051,postgresA,9.147,P00684,0.0
P02052,postgresB,2.417,P00684,0.0
P02053,postgresC,4.821,P00684,0.0
P02054,postgresA,2.96,P00685,0.0
P02055,postgresA,3.717,P00685,0.0
P02056,postgresB,1.329,P00685,0.0
P02057,postgresC,0.977,P00686,0.0
P02058,postgresA,0.569,P00686,0.0
P02059,postgresA,0.192,P00686,0.0
P02060,postgresC,6.544,P00687,0.0
P02061,postgresA,3.279,P00687,0.0
P02062,postgresB,2.777,P00687,0.0
P02063,postgresA,0.086,P00688,0.0
P02064,postgresB,2.868,P00688,0.0
P02065,postgresC,6.482,P00688,0.0
