partsid,totalcfp
P07306,25.219
P07307,25.640
P07308,16.853
P07309,31.006
P07310,21.708
P07311,13.307
P07313,14.607
P07314,25.187
P07315,8.310
P07316,29.829
P07317,14.680
P07318,21.197
P07319,23.810
P07320,17.871
P07321,27.743
P07322,22.853
P07324,19.095
P07325,16.603
P07326,21.475
P07327,22.824
P07328,28.098
P07329,15.606
P07330,18.961
P07331,16.259
P07332,21.316
P07402,24.528
P07403,19.618
P07404,19.158
P07405,22.156
P07406,17.319
P07407,18.918
P07408,17.952
P07410,31.407
P07411,18.791
P07412,25.533
P07413,26.389
P07414,20.194
P07415,23.763
P07416,31.246
P07417,23.933
P07418,9.193
P07419,12.726
P07421,21.713
P07422,20.454
P07423,12.394
P07424,24.035
P07425,18.870
P07426,19.469
P07427,34.699
P07428,28.677
P07429,18.029
P07430,10.696
P07432,26.044
P07433,30.052
P07434,12.865
P07435,21.972
P07436,20.234
P07437,25.954
P07438,17.682
P07439,18.616
P07440,16.010
P07441,18.055
P07443,20.232
P07444,21.795
P07445,20.334
P07446,23.983
P07447,23.263
P07448,23.241
P07449,12.653
P07450,18.802
P07451,21.085
P07452,18.149
P07454,21.139
P07455,26.771
P07456,24.094
P07457,31.250
P07458,13.483
P07459,27.449
P07460,16.940
P07461,11.235
P07462,15.451
P07463,26.281
P07465,15.074
P07466,15.210
P07467,22.713
P07468,18.022
P07469,19.113
P07470,16.045
P07471,14.315
P07472,15.544
P07473,19.379
P07474,23.329
P07476,11.615
P07477,20.514
P07478,18.075
P07479,29.771
P07480,13.275
P07481,25.163
P07482,24.838
P07483,10.457
P07484,24.417
P07485,26.000
P07487,21.102
P07488,20.297
P07489,17.950
P07490,28.374
P07491,9.374
P07492,24.567
P07493,19.703
P07494,21.779
P07495,15.591
P07496,35.107
P07498,13.983
P07499,15.060
P07500,15.977
P07501,17.495
P07502,30.493
P07503,17.503
P07504,26.536
P07505,17.248
P07506,21.205
P07507,20.161
P07509,21.656
P07510,13.960
P07511,17.986
P07512,10.077
P07513,14.423
P07514,10.370
P07515,11.820
P07516,19.691
P07517,17.287
P07587,14.336
P07588,23.142
P07589,19.480
P07590,34.019
P07591,25.169
P07592,21.597
P07593,18.637
P07595,23.751
P07596,17.318
P07597,23.814
P07598,28.222
P07599,21.136
P07600,11.803
P07601,17.368
P07602,22.853
P07603,24.733
P07604,15.282
P07606,16.835
P07607,13.007
P07608,19.065
P07609,30.468
P07610,31.500
P07611,20.592
P07612,15.192
P07613,24.507
P07614,21.530
P07615,17.206
P07617,20.805
P07618,25.102
P07619,21.214
P07620,12.703
P07621,26.109
P07622,18.330
P07623,25.532
P07624,24.785
P07625,10.199
P07626,16.931
P07628,20.012
P07629,29.140
P07630,30.831
P07631,11.729
P07632,28.706
P07633,27.725
P07634,18.049
P07635,27.024
P07636,16.892
P07637,20.185
P07639,27.040
P07640,10.620
P07641,13.561
P07642,17.686
P07643,21.334
P07644,15.540
P07645,20.895
P07646,21.164
P07647,21.387
P07648,23.545
P07650,28.072
P07651,16.962
P07652,27.073
P07653,12.854
P07654,7.893
P07655,16.625
P07656,23.087
P07657,35.781
P07658,28.530
P07659,10.190
P07661,23.314
P07662,24.522
P07663,13.451
P07664,26.700
P07665,20.522
P07666,14.198
P07667,15.426
P07668,19.535
P07669,21.971
P07670,28.851
P07672,16.352
P07673,22.655
P07674,20.298
P07675,19.296
P07676,14.978
P07677,18.083
P07678,9.376
P07679,21.321
P07680,24.808
P07681,18.329
P07683,14.481
P07684,24.996
P07685,14.180
P07686,16.745
P07687,15.120
P07688,20.925
P07689,18.310
P07690,12.341
P07691,19.326
P07692,18.759
P07694,14.068
P07695,27.702
P07696,16.885
P07697,12.048
P07698,17.183
P07699,21.670
P07700,20.475
P07701,14.502
P07702,8.424
P07772,14.519
P07773,19.808
P07774,11.320
P07775,28.231
P07776,25.326
P07777,22.535
P07778,14.882
P07780,15.359
P07781,22.164
P07782,15.087
P07783,11.932
P07784,20.829
P07785,31.027
P07786,17.333
P07787,30.349
P07788,19.549
P07789,20.493
P07791,16.149
P07792,21.849
P07793,33.009
P07794,12.339
P07795,20.329
P07796,26.184
P07797,15.241
P07798,26.022
P07799,28.274
P07800,26.408
P07802,31.224
P07803,19.351
P07804,28.756
P07805,20.108
P07806,25.482
P07807,10.563
P07808,25.564
P07809,24.044
P07810,7.975
P07811,34.151
P07813,18.463
P07814,26.447
P07815,14.735
P07816,16.182
P07817,15.477
P07818,26.432
P07819,18.616
P07820,13.062
P07821,14.912
P07822,9.475
P07824,22.923
P07825,22.535
P07826,29.532
P07827,30.299
P07828,19.805
P07829,30.589
P07830,10.272
P07831,24.637
P07832,22.409
P07833,24.529
P07835,24.245
P07836,10.184
P07837,17.219
P07838,17.908
P07839,9.939
P07840,17.372
P07841,27.784
P07842,25.055
P07843,18.672
P07844,21.279
P07846,27.557
P07847,24.141
P07848,21.376
P07849,23.575
P07850,21.539
P07851,15.733
P07852,22.837
P07853,13.602
P07854,22.917
P07855,22.068
P07857,20.866
P07858,15.757
P07859,22.853
P07860,12.683
P07861,19.527
P07862,24.355
P07863,20.947
P07864,26.483
P07865,27.472
P07866,19.430
P07868,24.643
P07869,12.787
P07870,13.328
P07871,16.246
P07872,14.130
P07873,29.922
P07874,19.933
P07875,25.960
P07876,20.035
P07877,27.313
P07879,25.146
P07880,16.973
P07881,26.558
P07882,18.742
P07883,17.154
P07884,14.950
P07885,27.547
P07886,20.251
P07887,22.626
P07957,16.856
P07958,24.543
P07959,16.319
P07960,14.473
P07961,22.286
P07962,18.317
P07963,15.794
P07965,23.848
P07966,28.110
P07967,17.021
P07968,14.255
P07969,23.958
P07970,17.035
P07971,25.373
P07972,19.470
P07973,16.468
P07974,20.979
P07976,28.117
P07977,19.986
P07978,18.140
P07979,21.949
P07980,12.867
P07981,20.026
P07982,35.618
P07983,25.887
P07984,27.509
P07985,22.944
P07987,8.168
P07988,24.659
P07989,15.470
P07990,24.902
P07991,31.107
P07992,28.860
P07993,22.661
P07994,13.596
P07995,19.922
P07996,24.919
P07998,17.737
P07999,20.196
P08000,17.376
P08001,17.899
P08002,24.565
P08003,14.649
P08004,21.322
P08005,23.891
P08006,18.347
P08007,31.681
P08009,16.923
P08010,18.651
P08011,13.433
P08012,32.884
P08013,20.238
P08014,19.196
P08015,24.943
P08016,17.055
P08017,19.024
P08018,21.386
P08020,24.286
P08021,17.273
P08022,29.160
P08023,27.243
P08024,24.460
P08025,25.406
P08026,24.600
P08027,25.630
P08028,22.143
P08029,28.554
P08031,25.573
P08032,18.345
P08033,18.895
P08034,28.595
P08035,19.609
P08036,22.390
P08037,19.710
P08038,13.080
P08039,27.281
P08040,22.918
P08042,16.429
P08043,21.855
P08044,13.482
P08045,27.250
P08046,29.513
P08047,19.426
P08048,23.917
P08049,18.590
P08050,23.721
P08051,11.916
P08053,18.002
P08054,21.410
P08055,22.311
P08056,17.353
P08057,24.166
P08058,26.370
P08059,16.773
P08060,30.223
P08061,21.463
P08062,8.435
P08064,12.008
P08065,30.501
P08066,21.086
P08067,23.348
P08068,27.323
P08069,21.381
P08070,18.686
P08071,17.904
P08072,31.322
P08142,29.509
P08143,24.396
P08144,22.063
P08145,13.628
P08146,12.767
P08147,7.413
P08148,19.121
P08150,19.690
P08151,21.839
P08152,13.888
P08153,21.303
P08154,27.368
P08155,22.017
P08156,22.176
P08157,18.927
P08158,22.801
P08159,15.695
P08161,15.538
P08162,22.251
P08163,14.995
P08164,23.349
P08165,25.596
P08166,26.676
P08167,29.487
P08168,16.684
P08169,27.877
P08170,21.006
P08172,17.510
P08173,22.085
P08174,27.750
P08175,22.504
P08176,24.176
P08177,8.223
P08178,24.701
P08179,13.031
P08180,21.932
P08181,24.132
P08183,25.196
P08184,26.495
P08185,12.820
P08186,28.029
P08187,21.590
P08188,21.110
P08189,16.103
P08190,13.781
P08191,28.536
P08192,27.168
P08194,23.219
P08195,8.979
P08196,20.579
P08197,12.551
P08198,22.732
P08199,16.306
P08200,10.414
P08201,19.513
P08202,18.887
P08203,18.771
P08205,13.475
P08206,16.806
P08207,19.319
P08208,11.539
P08209,14.833
P08210,19.601
P08211,23.837
P08212,10.064
P08213,11.391
P08214,23.718
P08216,8.147
P08217,17.312
P08218,22.995
P08219,26.134
P08220,33.281
P08221,21.488
P08222,22.490
P08223,28.217
P08224,21.028
P08225,22.626
P08227,18.888
P08228,22.347
P08229,21.096
P08230,24.129
P08231,19.996
P08232,22.889
P08233,18.866
P08234,23.453
P08235,19.970
P08236,21.342
P08238,7.008
P08239,20.643
P08240,24.902
P08241,8.765
P08242,12.812
P08243,30.090
P08244,23.869
P08245,15.432
P08246,28.313
P08247,19.935
P08249,16.973
P08250,12.645
P08251,17.518
P08252,26.724
P08253,22.907
P08254,19.406
P08255,21.276
P08256,18.568
P08257,22.973
P08327,20.694
P08328,18.731
P08329,19.431
P08330,18.039
P08331,25.093
P08332,14.309
P08333,12.314
P08335,12.946
P08336,11.258
P08337,18.015
P08338,15.075
P08339,26.670
P08340,30.860
P08341,21.834
P08342,29.702
P08343,31.697
P08344,10.454
P08346,17.345
P08347,24.831
P08348,18.383
P08349,26.126
P08350,25.475
P08351,22.653
P08352,18.755
P08353,22.125
P08354,26.039
P08355,34.876
P08357,18.146
P08358,27.008
P08359,18.839
P08360,24.064
P08361,17.260
P08362,26.025
P08363,31.974
P08364,16.837
P08365,9.493
P08366,16.908
P08368,27.553
P08369,14.793
P08370,23.448
P08371,16.912
P08372,18.851
P08373,23.457
P08374,17.388
P08375,15.717
P08376,26.330
P08377,7.485
P08379,23.692
P08380,12.921
P08381,18.393
P08382,28.228
P08383,16.951
P08384,24.467
P08385,14.164
P08386,25.638
P08387,12.843
P08388,19.829
P08390,11.288
P08391,7.256
P08392,28.105
P08393,16.944
P08394,16.271
P08395,21.986
P08396,30.422
P08397,23.756
P08398,20.975
P08399,16.017
P08401,14.645
P08402,21.792
P08403,7.061
P08404,20.130
P08405,28.093
P08406,24.299
P08407,15.940
P08408,22.804
P08409,17.319
P08410,15.086
P08412,20.063
P08413,21.075
P08414,19.235
P08415,15.552
P08416,19.650
P08417,34.759
P08418,21.916
P08419,22.778
P08420,16.284
P08421,26.025
P08423,22.714
P08424,25.483
P08425,18.273
P08426,20.649
P08427,14.331
P08428,16.524
P08429,11.752
P08430,21.086
P08431,20.787
P08432,20.406
P08434,23.759
P08435,14.343
P08436,16.372
P08437,24.256
P08438,11.838
P08439,5.838
P08440,14.304
P08441,10.566
P08442,16.033
P08512,15.661
P08513,23.525
P08514,23.043
P08515,13.097
P08516,17.848
P08517,7.735
P08518,8.350
P08520,29.203
P08521,23.259
P08522,14.893
P08523,22.043
P08524,21.814
P08525,16.655
P08526,29.326
P08527,8.392
P08528,20.780
P08529,13.950
P08531,25.444
P08532,14.977
P08533,14.636
P08534,24.381
P08535,22.857
P08536,8.503
P08537,27.814
P08538,20.411
P08539,24.121
P08540,27.774
P08542,21.000
P08543,23.444
P08544,21.726
P08545,22.014
P08546,25.745
P08547,12.243
P08548,14.683
P08549,15.801
P08550,23.558
P08551,16.722
P08553,22.613
P08554,13.175
P08555,27.524
P08556,25.696
P08557,25.358
P08558,22.343
P08559,27.518
P08560,13.516
P08561,16.591
P08562,6.194
P08564,25.695
P08565,14.285
P08566,26.326
P08567,16.073
P08568,16.346
P08569,26.709
P08570,22.516
P08571,18.021
P08572,26.586
P08573,30.358
P08575,11.595
P08576,17.799
P08577,22.784
P08578,20.183
P08579,21.693
P08580,26.343
P08581,11.769
P08582,17.729
P08583,24.624
P08584,17.330
P08586,13.572
P08587,23.370
P08588,17.401
P08589,29.983
P08590,18.093
P08591,24.266
P08592,25.265
P08593,21.577
P08594,23.659
P08595,25.247
P08597,22.879
P08598,21.448
P08599,19.116
P08600,12.608
P08601,15.133
P08602,12.136
P08603,17.526
P08604,14.638
P08605,18.407
P08606,18.731
P08608,24.343
P08609,18.206
P08610,16.146
P08611,17.994
P08612,19.377
P08613,27.490
P08614,18.458
P08615,23.970
P08616,12.368
P08617,17.592
P08619,20.280
P08620,18.673
P08621,24.886
P08622,20.260
P08623,19.862
P08624,22.741
P08625,10.177
P08626,16.335
P08627,23.791
P08697,21.446
P08698,18.595
P08699,11.549
P08700,29.320
P08701,20.575
P08702,11.288
P08703,24.972
P08705,20.288
P08706,13.491
P08707,11.193
P08708,28.127
P08709,20.757
P08710,16.472
P08711,22.395
P08712,16.852
P08713,25.360
P08714,19.609
P08716,13.733
P08717,9.377
P08718,18.807
P08719,18.060
P08720,14.334
P08721,20.620
P08722,17.722
P08723,21.660
P08724,28.788
P08725,29.343
P08727,16.493
P08728,16.989
P08729,21.139
P08730,11.837
P08731,26.310
P08732,29.099
P08733,24.821
P08734,11.612
P08735,19.287
P08736,23.896
P08738,26.142
P08739,22.285
P08740,21.748
P08741,11.659
P08742,18.297
P08743,18.946
P08744,15.619
P08745,13.032
P08746,10.781
P08747,13.497
P08749,19.938
P08750,29.023
P08751,14.197
P08752,10.310
P08753,20.035
P08754,18.176
P08755,20.804
P08756,25.418
P08757,19.543
P08758,15.321
P08760,8.348
P08761,19.948
P08762,31.017
P08763,14.357
P08764,18.425
P08765,17.646
P08766,15.269
P08767,25.347
P08768,25.729
P08769,25.671
P08771,15.254
P08772,26.997
P08773,18.490
P08774,25.311
P08775,29.853
P08776,12.624
P08777,17.924
P08778,22.467
P08779,10.696
P08780,7.968
P08782,12.125
P08783,21.415
P08784,29.083
P08785,17.576
P08786,18.687
P08787,3.351
P08788,14.644
P08789,26.976
P08790,22.776
P08791,24.165
P08793,12.106
P08794,11.935
P08795,21.417
P08796,22.626
P08797,23.704
P08798,25.851
P08799,20.611
P08800,17.616
P08801,24.253
P08802,16.147
P08804,17.552
P08805,17.787
P08806,10.087
P08807,19.898
P08808,15.500
P08809,20.600
P08810,28.324
P08811,20.881
P08812,9.146
P08882,8.375
P08883,17.297
P08884,25.826
P08885,16.948
P08886,8.886
P08887,16.863
P08888,15.366
P08890,15.417
P08891,17.199
P08892,8.183
P08893,7.927
P08894,15.434
P08895,21.873
P08896,18.751
P08897,31.769
P08898,20.211
P08899,25.274
P08901,13.803
P08902,23.533
P08903,14.038
P08904,13.573
P08905,20.696
P08906,21.007
P08907,31.992
P08908,28.427
P08909,29.209
P08910,33.711
P08912,19.649
P08913,16.313
P08914,15.818
P08915,33.758
P08916,24.450
P08917,14.728
P08918,22.049
P08919,28.620
P08920,27.809
P08921,11.964
P08923,23.910
P08924,25.365
P08925,29.263
P08926,17.415
P08927,13.358
P08928,21.963
P08929,15.038
P08930,27.642
P08931,18.209
P08932,23.185
P08934,25.039
P08935,10.779
P08936,20.950
P08937,13.636
P08938,16.990
P08939,12.878
P08940,33.365
P08941,23.218
P08942,19.721
P08943,31.919
P08945,14.504
P08946,22.379
P08947,16.150
P08948,9.572
P08949,24.399
P08950,20.616
P08951,27.270
P08952,7.114
P08953,19.139
P08954,26.475
P08956,18.839
P08957,15.909
P08958,14.697
P08959,11.812
P08960,26.666
P08961,20.996
P08962,14.490
P08963,20.148
P08964,20.503
P08965,24.679
P08967,9.737
P08968,5.982
P08969,16.670
P08970,15.498
P08971,26.713
P08972,27.831
P08973,7.951
P08974,20.493
P08975,26.287
P08976,21.258
P08978,33.754
P08979,29.849
P08980,26.874
P08981,22.577
P08982,14.455
P08983,24.818
P08984,25.392
P08985,18.175
P08986,10.460
P08987,19.982
P08989,5.061
P08990,29.151
P08991,14.865
P08992,19.553
P08993,22.775
P08994,18.433
P08995,18.703
P08996,4.776
P08997,12.963
P09067,26.425
P09068,22.692
P09069,31.549
P09070,24.028
P09071,21.204
P09072,20.771
P09073,13.027
P09075,26.675
P09076,17.701
P09077,19.696
P09078,12.455
P09079,22.142
P09080,18.557
P09081,24.130
P09082,13.806
P09083,15.270
P09084,30.860
P09086,15.135
P09087,25.113
P09088,25.609
P09089,24.598
P09090,30.105
P09091,20.907
P09092,26.769
P09093,20.492
P09094,18.657
P09095,25.828
P09097,21.393
P09098,24.629
P09099,17.731
P09100,15.129
P09101,24.828
P09102,14.187
P09103,19.455
P09104,22.868
P09105,31.158
P09106,26.446
P09108,22.021
P09109,20.263
P09110,11.917
P09111,20.328
P09112,18.678
P09113,28.110
P09114,18.289
P09115,16.408
P09116,8.301
P09117,19.312
P09119,15.995
P09120,27.163
P09121,13.882
P09122,11.080
P09123,12.593
P09124,23.373
P09125,23.610
P09126,17.735
P09127,10.731
P09128,20.460
P09130,13.187
P09131,22.479
P09132,14.863
P09133,17.206
P09134,20.828
P09135,20.593
P09136,16.815
P09137,27.051
P09138,16.188
P09139,22.709
P09141,21.171
P09142,21.606
P09143,10.141
P09144,21.071
P09145,26.924
P09146,26.860
P09147,22.534
P09148,21.794
P09149,22.666
P09150,27.723
P09152,29.859
P09153,32.680
P09154,20.691
P09155,21.862
P09156,18.472
P09157,23.152
P09158,18.732
P09159,9.778
P09160,23.856
P09161,17.663
P09163,5.639
P09164,17.998
P09165,9.295
P09166,19.433
P09167,13.340
P09168,22.676
P09169,15.770
P09170,18.654
P09171,16.249
P09172,19.340
P09174,23.136
P09175,24.688
P09176,17.936
P09177,19.974
P09178,24.973
P09179,25.128
P09180,9.084
P09181,13.897
P09182,8.464
P09252,23.395
P09253,19.306
P09254,20.547
P09255,22.457
P09256,10.696
P09257,9.377
P09258,16.211
P09260,21.691
P09261,22.849
P09262,25.487
P09263,22.069
P09264,24.110
P09265,13.294
P09266,32.197
P09267,24.862
P09268,25.340
P09269,24.544
P09271,22.629
P09272,23.652
P09273,24.401
P09274,13.560
P09275,28.222
P09276,28.722
P09277,8.289
P09278,31.052
P09279,22.996
P09280,19.972
P09282,16.580
P09283,14.384
P09284,31.195
P09285,19.616
P09286,23.414
P09287,17.890
P09288,13.408
P09289,29.481
P09290,13.214
P09291,21.898
P09293,31.507
P09294,14.370
P09295,13.775
P09296,32.666
P09297,17.648
P09298,25.893
P09299,24.516
P09300,17.345
P09301,20.386
P09302,3.183
P09304,18.795
P09305,23.790
P09306,20.570
P09307,20.811
P09308,22.735
P09309,14.299
P09310,17.924
P09311,24.913
P09312,26.295
P09313,21.291
P09315,14.723
P09316,18.610
P09317,15.364
P09318,14.800
P09319,19.317
P09320,12.930
P09321,19.071
P09322,21.223
P09323,20.381
P09324,24.943
P09326,15.926
P09327,16.963
P09328,12.965
P09329,24.987
P09330,24.773
P09331,26.623
P09332,10.366
P09333,30.437
P09334,17.525
P09335,23.349
P09337,23.785
P09338,14.585
P09339,16.506
P09340,19.077
P09341,10.858
P09342,20.278
P09343,15.431
P09344,13.679
P09345,17.164
P09346,18.420
P09348,20.058
P09349,17.745
P09350,12.846
P09351,19.321
P09352,12.259
P09353,29.420
P09354,14.133
P09355,22.681
P09356,19.230
P09357,34.000
P09359,15.087
P09360,18.251
P09361,29.082
P09362,9.080
P09363,25.324
P09364,22.562
P09365,15.039
P09366,13.527
P09367,18.370
P09437,12.287
P09438,28.617
P09439,21.536
P09440,24.622
P09441,18.487
P09442,25.409
P09443,23.186
P09445,29.647
P09446,16.350
P09447,22.430
P09448,15.271
P09449,15.485
P09450,16.813
P09451,11.177
P09452,27.545
P09453,25.363
P09454,25.638
P09456,19.337
P09457,6.639
P09458,24.332
P09459,23.861
P09460,25.860
P09461,18.515
P09462,29.915
P09463,18.667
P09464,16.717
P09465,15.725
P09467,22.661
P09468,21.197
P09469,8.007
P09470,17.234
P09471,21.275
P09472,17.062
P09473,18.179
P09474,25.565
P09475,14.840
P09476,11.545
P09478,15.387
P09479,16.124
P09480,13.951
P09481,20.077
P09482,18.367
P09483,27.301
P09484,26.447
P09485,10.027
P09486,24.985
P09487,26.701
P09489,17.333
P09490,21.650
P09491,25.117
P09492,22.371
P09493,23.018
P09494,21.111
P09495,19.919
P09496,14.914
P09497,30.642
P09498,10.843
P09500,26.803
P09501,20.262
P09502,20.424
P09503,17.179
P09504,22.430
P09505,13.845
P09506,28.001
P09507,19.405
P09508,17.496
P09509,14.184
P09511,18.735
P09512,16.614
P09513,29.263
P09514,15.751
P09515,26.419
P09516,20.355
P09517,16.010
P09518,16.825
P09519,22.171
P09520,11.802
P09522,21.497
P09523,7.879
P09524,6.078
P09525,23.755
P09526,13.401
P09527,24.996
P09528,26.632
P09529,29.920
P09530,23.410
P09531,30.598
P09533,19.396
P09534,33.153
P09535,19.691
P09536,31.881
P09537,26.255
P09538,23.537
P09539,19.252
P09540,20.652
P09541,22.649
P09542,23.685
P09544,21.023
P09545,15.763
P09546,20.980
P09547,21.407
P09548,25.926
P09549,21.682
P09550,24.443
P09551,24.652
P09552,15.400
P09622,17.155
P09623,20.680
P09624,15.841
P09625,20.439
P09626,17.573
P09627,28.494
P09628,20.098
P09630,16.043
P09631,18.194
P09632,18.108
P09633,15.551
P09634,21.174
P09635,20.910
P09636,18.038
P09637,25.991
P09638,31.381
P09639,20.198
P09641,19.428
P09642,24.170
P09643,23.955
P09644,17.756
P09645,24.354
P09646,15.431
P09647,28.174
P09648,12.319
P09649,28.402
P09650,24.425
P09652,18.595
P09653,22.360
P09654,11.748
P09655,15.198
P09656,24.285
P09657,24.869
P09658,23.325
P09659,23.262
P09660,15.903
P09661,32.357
P09663,13.937
P09664,35.305
P09665,20.616
P09666,25.164
P09667,17.640
P09668,10.214
P09669,18.074
P09670,19.748
P09671,29.946
P09672,26.219
P09674,17.095
P09675,22.162
P09676,8.567
P09677,21.812
P09678,20.370
P09679,13.070
P09680,13.856
P09681,13.082
P09682,19.415
P09683,20.907
P09685,8.943
P09686,24.921
P09687,25.825
P09688,20.241
P09689,22.398
P09690,27.438
P09691,17.946
P09692,19.630
P09693,24.636
P09694,13.060
P09696,27.932
P09697,22.242
P09698,23.796
P09699,15.472
P09700,33.190
P09701,25.813
P09702,20.219
P09703,17.867
P09704,26.131
P09705,12.289
P09707,13.125
P09708,17.016
P09709,18.457
P09710,10.960
P09711,16.706
P09712,20.829
P09713,13.623
P09714,22.350
P09715,16.625
P09716,10.328
P09718,29.206
P09719,5.806
P09720,29.889
P09721,18.394
P09722,19.696
P09723,24.506
P09724,18.962
P09725,12.501
P09726,14.791
P09727,31.274
P09729,17.064
P09730,21.837
P09731,21.839
P09732,19.573
P09733,12.207
P09734,19.346
P09735,20.058
P09736,20.339
P09737,30.862
P09807,10.360
P09808,16.825
P09809,15.147
P09810,21.417
P09811,29.116
P09812,23.492
P09813,13.035
P09815,17.940
P09816,18.772
P09817,21.523
P09818,29.674
P09819,32.121
P09820,24.150
P09821,10.319
P09822,23.823
P09823,15.600
P09824,12.789
P09826,14.242
P09827,8.605
P09828,10.499
P09829,21.553
P09830,15.348
P09831,17.330
P09832,24.849
P09833,24.987
P09834,11.382
P09835,16.996
P09837,15.156
P09838,19.953
P09839,14.976
P09840,13.396
P09841,25.132
P09842,17.818
P09843,12.270
P09844,11.891
P09845,16.141
P09846,23.854
P09848,17.856
P09849,12.238
P09850,22.002
P09851,20.846
P09852,24.285
P09853,18.788
P09854,23.502
P09855,25.015
P09856,12.385
P09857,28.185
P09859,27.601
P09860,15.196
P09861,19.951
P09862,26.396
P09863,26.952
P09864,26.971
P09865,21.521
P09866,21.077
P09867,18.161
P09868,15.459
P09870,24.898
P09871,18.014
P09872,11.654
P09873,26.154
P09874,33.203
P09875,19.299
P09876,17.435
P09877,22.536
P09878,33.577
P09879,17.550
P09881,15.603
P09882,19.054
P09883,11.363
P09884,21.351
P09885,31.411
P09886,19.358
P09887,21.743
P09888,17.418
P09889,9.667
P09890,18.292
P09892,24.876
P09893,30.655
P09894,20.247
P09895,21.441
P09896,26.667
P09897,17.483
P09898,10.622
P09899,22.377
P09900,17.566
P09901,18.057
P09903,31.926
P09904,26.460
P09905,13.994
P09906,25.973
P09907,22.200
P09908,27.431
P09909,17.498
P09910,19.537
P09911,23.609
P09912,22.363
P09914,9.043
P09915,17.094
P09916,21.761
P09917,26.664
P09918,32.702
P09919,17.495
P09920,16.001
P09921,13.476
P09922,12.491
P10000,5.652
P10001,4.134
P10002,2.151
P10003,8.18
P10004,4.301
P10005,6.432
P10006,4.991
P10007,3.044
P10008,5.231
P10009,4.301
P10010,1.605
P10011,8.008
P10012,5.346
P10013,5.56
P10014,9.707
P10015,2.176
P10016,4.035
P10017,9.211
P10018,8.66
P10019,3.683
P10020,2.859
P10021,4.128
P10022,4.95
P10023,2.827
P10024,8.062
P10025,9.799
P10026,1.445
P10027,7.94
P10028,0.642
P10029,4.238
P10030,9.667
P10031,1.129
P10032,5.562
P10033,7.42
P10034,0.527
P10035,3.727
P10036,4.016
P10037,6.466
P10038,3.228
P10039,1.16
P10040,1.143
P10041,4.834
P10042,7.628
P10043,7.049
P10044,1.321
P10045,1.841
P10046,1.448
P10047,3.221
P10048,1.829
P10049,9.111
P10050,7.77
P10051,4.855
P10052,5.381
P10053,3.017
P10054,6.788
P10055,0.907
P10056,0.809
P10057,5.009
P10058,0.136
P10059,9.536
P10060,1.696
P10061,7.068
P10062,6.674
P10063,7.485
P10064,0.016
P10065,4.349
P10066,9.564
P10067,4.2
P10068,2.272
P10069,8.5
P10070,6.752
P10071,1.862
P10072,4.877
P10073,2.859
P10074,1.723
P10075,0.171
P10076,4.722
P10077,2.215
P10078,5.424
P10079,2.283
P10080,9.968
P10081,9.621
P10082,7.398
P10083,8.931
P10084,2.483
P10085,6.709
P10086,9.153
P10087,0.674
P10088,9.684
P10089,8.514
P10090,4.269
P10091,0.085
P10092,4.786
P10093,7.245
P10094,6.185
P10095,4.568
P10096,6.514
P10097,2.029
P10098,0.133
P10099,3.25
P10100,4.627
P10101,4.916
P10102,6.78
P10103,4.501
P10104,5.668
P10105,0.804
P10106,5.816
P10107,5.055
P10108,4.996
P10109,0.553
P10110,1.599
P10111,7.122
P10112,9.425
P10113,0.063
P10114,2.057
P10115,8.094
P10116,0.259
P10117,1.932
P10118,1.38
P10119,5.0
P10120,0.419
P10121,7.407
P10122,1.628
P10123,1.205
P10124,9.478
P10125,6.739
P10126,4.554
P10127,3.925
P10128,6.773
P10129,7.047
P10130,0.862
P10131,6.446
P10132,8.392
P10133,2.728
P10134,4.785
P10135,5.682
P10136,1.281
P10137,1.084
P10138,0.272
P10139,0.154
P10140,5.248
P10141,0.962
P10142,5.748
P10143,9.968
P10144,6.28
P10145,5.507
P10146,0.765
P10147,8.131
P10148,3.127
P10149,0.562
P10150,2.457
P10151,6.886
P10152,2.323
P10153,5.287
P10154,4.709
P10155,0.55
P10156,6.832
P10157,4.04
P10158,1.593
P10159,9.183
P10160,0.481
P10161,2.28
P10162,3.414
P10163,5.005
P10164,4.206
P10165,9.901
P10166,4.56
P10167,7.241
P10168,0.564
P10169,5.55
P10170,4.444
P10171,3.481
P10172,7.592
P10173,3.939
P10174,4.973
P10175,4.077
P09992,25.678
P09993,18.077
P09994,27.635
P09995,28.124
P09996,18.128
P09997,26.195
P09998,23.088
P10176,9.338
P10177,1.838
P10178,9.577
P10179,2.173
P10180,3.596
P10181,6.517
P10182,4.189
P10183,3.422
P10184,6.474
P10185,0.857
P10186,2.092
P10187,4.385
P10188,5.674
P10189,3.608
P10190,2.997
P10191,1.849
P10192,6.831
P10193,7.519
P10194,3.677
P10195,6.878
P10196,4.534
P10197,6.207
P10198,9.721
P10199,2.012
P10200,9.366
P10201,1.038
P10202,5.845
P10203,4.445
P10204,8.028
P10205,0.206
P10206,7.611
P10207,9.357
P10208,1.046
P10209,8.525
P10210,0.982
P10211,5.606
P10212,2.001
P10213,0.682
P10214,5.314
P10215,1.25
P10216,3.942
P10217,8.23
P10218,9.642
P10219,3.097
P10220,9.884
P10221,3.394
P10222,8.135
P10223,7.695
P10224,1.243
P10225,4.842
P10226,5.253
P10227,9.222
P10228,4.65
P10229,3.098
P10230,2.578
P10231,9.289
