partsid, totalcfp
P02321,14.483
P02322,30.997
P02323,16.403
P02324,24.731
P02325,21.701
P02326,25.273
P02327,15.295
P02329,26.696
P02330,21.964
P02331,25.647
P02332,20.448
P02333,5.474
P02334,20.013
P02335,23.109
P02336,20.426
P02337,16.975
P02422,20.642
P02423,33.491
P02407,20.688
P02408,24.785
P02409,13.474
P02410,15.115
P02411,15.529
P02412,18.884
P02413,14.081
P02415,25.776
P02416,24.267
P02417,9.851
P02418,19.407
P02419,18.922
P02420,21.969
P02421,16.059
P02424,31.655
P02425,31.223
P02426,12.688
P02428,25.920
P02429,24.360
P02430,21.743
P02431,25.573
P02432,16.896
P02433,10.352
P02434,10.931
P02435,16.609
P02436,25.724
P02437,28.008
P02439,12.090
P02440,14.106
P02441,17.785
P02442,22.127
P02443,15.202
P02444,19.184
P02445,25.515
P02446,14.899
P02447,14.107
P02448,22.141
P02450,24.937
P02451,19.125
P02452,24.142
P02453,9.710
P02454,17.481
P02455,11.196
P02456,20.747
P02457,29.192
P02458,18.277
P02459,28.233
P02461,27.518
P02462,20.073
P02463,23.858
P02464,18.391
P02465,18.096
P02466,21.354
P02467,24.560
P02468,16.287
P02469,13.080
P02470,10.873
P02472,18.087
P02473,13.351
P02474,11.752
P02475,22.737
P02476,24.403
P02477,7.811
P02478,25.534
P02479,14.810
P02480,15.654
P02481,18.299
P02483,22.021
P02484,18.486
P02485,11.717
P02486,26.872
P02487,20.524
P02488,21.322
P02489,24.381
P02490,23.139
P02491,24.938
P02492,20.335
P02494,36.343
P02495,23.813
P02496,24.625
P02497,14.670
P02498,21.183
P02499,19.735
P02500,18.638
P02501,17.947
P02502,15.209
P02503,17.928
P02505,20.398
P02506,14.896
P02507,25.781
P02508,23.856
P02509,15.275
P02510,23.917
P02511,24.082
P02512,17.580
P02513,27.357
P02514,16.221
P02516,12.890
P02517,16.969
P02518,5.797
P02519,18.628
P02520,12.668
P02521,16.335
P02522,15.880
P02523,26.060
P02524,16.170
P02592,17.283
P02593,23.678
P02594,22.068
P02595,26.516
P02596,12.658
P02597,20.681
P02598,22.605
P02600,22.719
P02601,9.655
P02602,30.474
P02603,18.989
P02604,26.069
P02605,34.262
P02606,30.800
P02607,19.891
P02608,17.850
P02609,21.696
P02611,24.467
P02612,28.373
P02613,12.603
P02614,27.886
P02615,23.235
P02616,27.529
P02617,14.674
P02618,20.163
P02619,29.821
P02620,21.955
P02622,20.389
P02623,18.715
P02624,21.487
P02625,20.698
P02626,24.124
P02627,25.956
P02628,18.555
P02629,27.616
P02630,14.130
P02631,14.652
P02633,16.893
P02634,19.925
P02635,26.009
P02636,18.768
P02637,26.381
P02638,18.024
P02639,10.230
P02640,33.896
P02641,15.175
P02642,18.402
P02644,11.363
P02645,26.130
P02646,6.917
P02647,13.293
P02648,28.920
P02649,26.757
P02650,18.460
P02651,17.992
P02652,14.903
P02653,18.982
P02655,19.519
P02656,17.824
P02657,17.872
P02658,17.602
P02659,15.143
P02660,18.739
P02661,19.343
P02662,19.258
P02663,15.463
P02664,18.149
P02666,25.669
P02667,23.236
P02668,17.908
P02669,20.426
P02670,22.456
P02671,15.996
P02672,18.055
P02673,21.703
P02674,24.011
P02675,16.662
P02677,13.660
P02678,17.314
P02679,22.545
P02680,20.524
P02681,16.801
P02682,15.532
P02683,17.995
P02684,13.799
P02685,27.326
P02686,11.484
P02688,23.359
P02689,17.180
P02690,23.138
P02691,13.587
P02692,22.515
P02693,19.238
P02694,18.144
P02695,28.365
P02696,21.118
P02697,23.083
P02699,25.555
P02700,19.457
P02701,13.340
P02702,22.098
P02703,18.489
P02704,7.038
P02705,25.894
P02706,26.565
P02707,25.927
P02777,14.715
P02778,17.727
P02779,18.852
P02780,24.719
P02781,24.068
P02782,14.255
P02783,11.249
P02785,16.820
P02786,26.451
P02787,11.889
P02788,12.579
P02789,26.276
P02790,14.120
P02791,17.078
P02792,19.424
P02793,33.285
P02794,14.419
P02796,20.140
P02797,16.270
P02798,20.530
P02799,14.361
P02800,21.283
P02801,16.968
P02802,22.817
P02803,21.763
P02804,22.306
P02805,26.783
P02807,29.357
P02808,11.721
P02809,25.204
P02810,16.299
P02811,25.033
P02812,22.663
P02813,24.231
P02814,17.370
P02815,18.655
P02816,21.459
P02818,29.479
P02819,23.772
P02820,21.131
P02821,22.211
P02822,18.623
P02823,17.161
P02824,25.035
P02825,23.464
P02826,14.414
P02827,13.905
P02829,29.012
P02830,22.639
P02831,12.037
P02832,19.883
P02833,14.920
P02834,17.892
P02835,16.250
P02836,22.178
P02837,15.109
P02838,19.019
P02840,31.993
P02841,19.008
P02842,12.493
P02843,30.098
P02844,16.674
P02845,20.503
P02846,17.397
P02847,16.922
P02848,22.705
P02849,25.462
P02851,15.163
P02852,22.903
P02853,14.580
P02854,25.877
P02855,20.843
P02856,17.850
P02857,10.000
P02858,26.765
P02859,24.345
P02860,25.297
P02862,18.526
P02863,22.500
P02864,21.712
P02865,30.709
P02866,16.535
P02867,18.583
P02868,23.179
P02869,28.033
P02870,24.074
P02871,19.813
P02873,16.696
P02874,15.891
P02875,16.464
P02876,26.582
P02877,21.591
P02878,7.982
P02879,16.535
P02880,22.693
P02881,18.350
P02882,16.309
P02884,18.379
P02885,10.444
P02886,30.821
P02887,15.039
P02888,26.016
P02889,18.648
P02890,14.661
P02891,21.424
P02892,12.394
P02962,11.831
P02963,18.973
P02964,20.286
P02965,8.185
P02966,22.119
P02967,21.720
P02968,24.817
P02970,18.016
P02971,11.112
P02972,10.293
P02973,8.482
P02974,18.743
P02975,23.127
P02976,25.260
P02977,14.096
P02978,13.592
P02979,27.637
P02981,34.722
P02982,17.450
P02983,12.813
P02984,20.328
P02985,11.813
P02986,11.662
P02987,16.143
P02988,23.477
P02989,18.272
P02990,18.307
P02992,16.999
P02993,20.841
P02994,16.380
P02995,18.798
P02996,15.703
P02997,23.284
P02998,23.217
P02999,27.132
P03000,24.323
P03001,22.718
P03003,28.879
P03004,13.508
P03005,29.336
P03006,18.385
P03007,12.511
P03008,25.570
P03009,16.147
P03010,19.750
P03011,28.506
P03012,12.347
P03014,16.286
P03015,22.208
P03016,32.274
P03017,29.056
P03018,12.746
P03019,18.873
P03020,26.678
P03021,20.815
P03022,26.901
P03023,24.115
P03025,29.110
P03026,29.082
P03027,18.998
P03028,34.489
P03029,18.935
P03030,21.108
P03031,16.935
P03032,10.256
P03033,14.346
P03034,17.812
P03036,26.536
P03037,23.638
P03038,9.940
P03039,11.092
P03040,22.543
P03041,18.677
P03042,19.144
P03043,17.715
P03044,13.634
P03045,19.113
P03047,28.457
P03048,12.825
P03049,23.669
P03050,18.755
P03051,13.579
P03052,21.831
P03053,11.824
P03054,25.633
P03055,22.628
P03056,16.342
P03058,22.010
P03059,17.829
P03060,11.639
P03061,20.754
P03062,23.697
P03063,11.632
P03064,27.922
P03065,17.663
P03066,11.863
P03067,13.652
P03069,26.191
P03070,20.021
P03071,19.332
P03072,13.445
P03073,24.860
P03074,20.423
P03075,17.422
P03076,10.632
P03077,18.082
P03147,15.048
P03148,11.050
P03149,16.856
P03150,18.296
P03151,27.473
P03152,22.799
P03153,23.083
P03155,18.083
P03156,15.111
P03157,11.482
P03158,21.916
P03159,28.760
P03160,26.103
P03161,16.121
P03162,13.742
P03163,27.829
P03164,11.384
P03166,27.741
P03167,5.847
P03168,25.116
P03169,19.062
P03170,20.740
P03171,25.138
P03172,22.947
P03173,23.755
P03174,11.190
P03175,20.917
P03177,19.009
P03178,16.705
P03179,20.437
P03180,22.169
P03181,24.710
P03182,24.740
P03183,16.753
P03184,10.440
P03185,18.549
P03186,21.989
P03188,20.591
P03189,20.185
P03190,14.410
P03191,29.130
P03192,17.398
P03193,18.167
P03194,22.441
P03195,25.927
P03196,22.946
P03197,15.263
P03199,18.608
P03200,22.497
P03201,19.894
P03202,26.251
P03203,22.492
P03204,19.307
P03205,19.659
P03206,20.330
P03207,19.079
P03208,18.946
P03210,33.064
P03211,16.063
P03212,26.433
P03213,10.614
P03214,11.572
P03215,23.605
P03216,15.419
P03217,18.639
P03218,19.269
P03219,26.442
P03221,13.460
P03222,29.303
P03223,19.646
P03224,22.122
P03225,20.492
P03226,22.617
P03227,18.928
P03228,24.024
P03229,18.119
P03230,34.148
P03232,30.766
P03233,31.178
P03234,28.431
P03235,29.419
P03236,20.132
P03237,14.026
P03238,16.339
P03239,26.399
P03240,18.253
P03241,15.888
P03243,17.968
P03244,22.449
P03245,22.295
P03246,6.059
P03247,23.826
P03248,21.208
P03249,14.811
P03250,23.864
P03251,25.596
P03252,11.301
P03254,17.546
P03255,24.949
P03256,28.045
P03257,14.269
P03258,11.639
P03259,16.682
P03260,31.506
P03261,19.907
P03262,21.560
P03334,6.34
P03335,4.593
P03336,7.593
P03337,1.248
P03338,8.825
P03339,9.548
P03340,6.958
P03341,5.303
P03342,7.067
P03343,8.602
P03344,8.658
P03345,0.895
P03346,1.482
P03347,5.362
P03348,9.957
P03349,4.641
P03350,0.919
P03351,4.3
P03352,1.976
P03353,2.941
P03354,1.367
P03355,2.065
P03356,9.937
P03357,7.681
P03358,9.084
P03359,5.254
P03360,4.549
P03361,5.268
P03362,1.938
P03363,3.195
P03364,3.429
P03365,7.898
P03366,1.78
P03367,5.283
P03368,4.015
P03369,2.304
P03370,9.556
P03371,6.397
P03372,8.146
P03373,3.584
P03374,0.032
P03375,8.803
P03376,5.25
P03377,0.239
P03378,9.297
P03379,0.585
P03380,7.727
P03381,9.516
P03382,8.172
P03383,8.762
P03384,2.857
P03385,2.871
P03386,7.082
P03387,3.736
P03388,5.763
P03389,4.092
P03390,0.93
P03391,6.4
P03392,7.341
P03393,1.855
P03394,7.646
P03395,0.5
P03396,4.701
P03397,7.57
P03398,7.074
P03399,0.479
P03400,1.025
P03401,1.638
P03402,8.617
P03403,1.798
P03404,7.862
P03405,0.643
P03406,2.708
P03407,3.771
P03408,8.406
P03409,2.273
P03410,7.559
P03411,1.576
P03412,2.115
P03413,4.159
P03414,0.038
P03415,3.092
P03416,5.488
P03417,4.855
P03418,5.244
P03419,9.306
P03420,4.049
P03421,4.736
P03422,1.619
P03423,4.316
P03424,0.067
P03425,1.781
P03426,2.085
P03427,6.036
P03428,2.538
P03429,3.883
P03430,5.017
P03431,3.394
P03432,8.28
P03433,4.75
P03434,7.502
P03435,8.955
P03436,7.148
P03437,6.853
P03438,2.213
P03439,2.465
P03440,5.425
P03441,6.142
P03442,5.893
P03443,2.268
P03444,5.442
P03445,2.366
P03446,9.703
P03447,3.508
P03448,0.681
P03449,2.045
P03450,5.605
P03451,9.755
P03452,7.947
P03453,2.914
P03454,0.657
P03455,3.373
P03456,0.458
P03457,4.4
P03458,9.355
P03459,3.73
P03460,2.682
P03461,7.574
P03462,6.472
P03463,7.752
P03464,5.698
P03465,7.354
P03466,4.44
P03467,3.03
P03468,4.649
P03469,5.714
P03470,4.796
P03471,6.922
P03472,6.581
P03473,4.334
P03474,0.322
P03475,0.1
P03476,1.19
P03477,9.79
P03478,2.565
P03479,4.323
P03480,7.608
P03481,0.888
P03482,5.805
P03483,3.317
P03484,4.162
P03485,8.664
P03486,7.448
P03487,6.74
P03488,1.354
P03489,8.654
P03490,2.197
P03491,8.699
P03492,7.29
P03493,5.783
P03494,1.079
P03495,6.35
P03496,9.297
P03497,0.684
P03498,7.092
P03499,6.786
P03500,8.256
P03501,3.294
P03502,9.953
P03503,4.338
P03504,8.909
P03505,0.471
P03506,1.458
P03507,3.052
P03508,0.631
P03509,2.95
P03510,6.953
P03511,6.089
P03512,5.334
P03513,6.016
P03514,3.49
P03515,2.49
P03332,18.611
P03333,28.586
P03516,8.63
P03517,7.065
P03518,1.842
P03519,5.926
P03520,8.212
P03521,3.972
P03522,4.96
P03523,0.242
P03524,0.879
P03525,2.216
P03526,5.343
P03527,9.114
P03528,5.693
P03529,0.025
P03530,7.132
P03531,8.993
P03532,4.45
P03533,8.305
P03534,6.441
P03535,9.433
P03536,7.341
P03537,1.589
P03538,9.629
P03539,7.62
P03540,6.834
P03541,2.298
P03542,1.293
P03543,0.827
P03544,0.418
P03545,4.093
P03546,0.937
P03547,9.666
P03548,3.656
P03549,1.307
P03550,8.33
P03551,5.283
P03552,9.252
P03553,6.709
P03554,7.785
P03555,2.957
P03556,6.224
P03557,9.36
P03558,0.965
P03559,1.496
P03560,7.602
P03561,2.076
P03562,3.149
P03563,4.906
P03564,3.544
P03565,7.746
P03566,0.649
P03567,1.488
P03568,9.114
P03569,1.883
P03570,6.537
P03571,5.031
P03572,2.65
P03573,0.229
P03574,3.716
P03575,1.372
P03576,2.957
P03577,7.548
P03578,4.016
P03579,5.132
P03580,9.634
P03581,2.785
P03582,5.053
P03583,9.198
P03584,7.906
P03585,2.892
P03586,1.709
P03587,5.869
P03588,3.572
P03589,2.249
P03590,9.801
P03591,5.183
P03592,8.311
P03593,7.539
P03594,6.895
P03595,4.303
P03596,1.553
P03597,3.339
P03598,1.043
P03599,6.72
P03600,9.501
P03601,3.061
P03602,3.31
P03603,4.592
P03604,9.337
P03605,4.845
P03606,4.88
P03607,0.28
P03608,0.4
P03609,8.304
P03610,7.861
P03611,3.291
P03612,2.014
P03613,4.779
P03614,6.412
P03615,6.561
P03616,2.36
P03617,0.914
P03618,6.152
P03619,3.384
P03620,3.267
P03621,7.982
P03622,2.635
P03623,3.049
P03624,5.673
P03625,8.238
P03626,7.601
P03627,9.114
P03628,8.765
P03629,4.354
P03630,7.198
P03631,1.381
P03632,3.591
P03633,4.255
P03634,0.49
P03635,6.991
P03636,2.552
P03637,2.052
P03638,1.215
P03639,2.238
P03640,0.582
P03641,6.17
P03642,8.591
P03643,8.818
P03644,5.611
P03645,8.079
P03646,9.685
P03647,2.885
P03648,8.853
P03649,6.734
P03650,9.844
P03651,0.446
P03652,6.561
P03653,0.56
P03654,1.451
P03655,1.564
P03656,5.856
P03657,6.888
P03658,0.225
P03659,8.359
P03660,6.737
P03661,0.227
P03662,1.136
P03663,8.605
P03664,3.687
P03665,9.125
P03666,6.046
P03667,9.399
P03668,4.545
P03669,0.946
P03670,0.134
P03671,2.857
P03672,2.08
P03673,5.976
P03674,3.763
P03675,6.893
P03676,0.832
P03677,8.326
P03678,0.551
P03679,9.891
P03680,9.434
P03681,9.862
P03682,5.764
P03683,2.591
P03684,0.52
P03685,6.53
P03686,5.629
P03687,6.892
P03688,7.366
P03689,5.371
P03690,7.9
P03691,8.043
P03692,4.318
P03693,9.436
P03694,3.734
P03695,2.985
P03696,9.862
P03697,4.532
P03698,4.587
P03699,5.244
P03700,4.29
P03701,7.366
P03702,8.325
P03703,3.768
P03704,7.133
P03705,4.826
P03706,9.237
P03707,1.334
P03708,2.121
P03709,9.086
P03710,3.53
P03711,9.005
P03712,9.421
P03713,1.225
P03714,7.232
P03715,0.671
P03716,3.068
P03717,1.114
P03718,1.751
P03719,4.772
P03720,4.524
P03721,3.993
P03722,9.76
P03723,7.303
P03724,4.161
P03725,4.031
P03726,7.681
P03727,8.156
P03728,4.45
P03729,1.293
P03730,5.251
P03731,9.685
P03732,0.917
P03733,9.621
P03734,5.955
P03735,6.249
P03736,3.659
P03737,5.737
P03738,0.974
P03739,3.744
P03740,8.14
P03741,3.931
P03742,6.372
P03743,4.634
P03744,9.828
P03745,5.16
P03746,5.736
P03747,3.432
P03748,3.393
P03749,2.056
P03750,5.102
P03751,2.677
P03752,6.653
P03753,0.977
P03754,2.914
P03755,4.73
P03756,8.9
P03757,0.877
P03758,9.395
P03759,3.955
P03760,0.956
P03761,3.281
P03762,6.996
P03763,4.184
P03764,5.764
P03765,4.811
P03766,4.682
P03767,2.876
P03768,8.761
P03769,6.953
P03770,2.27
P03771,6.986
P03772,5.17
P03773,1.112
P03774,1.012
P03775,5.956
P03776,9.029
P03777,1.84
P03778,8.484
P03779,5.451
P03780,4.499
P03781,6.339
P03782,1.581
P03783,0.778
P03784,6.862
P03785,4.841
P03786,6.742
P03787,7.413
P03788,2.415
P03789,6.389
P03790,8.67
P03791,0.585
P03792,0.612
P03793,3.181
P03794,9.696
P03795,8.788
P03796,9.958
P03797,4.681
P03798,8.244
P03799,5.641
P03800,4.878
P03801,1.455
P03802,8.355
P03803,1.674
P03804,6.077
P03805,4.941
P03806,6.989
P03807,9.549
P03808,3.59
P03809,0.082
P03810,4.47
P03811,8.627
P03812,9.323
P03813,2.157
P03814,0.201
P03815,6.553
P03816,4.172
P03817,0.443
P03818,8.418
P03819,5.493
P03820,8.196
P03821,6.974
P03822,4.727
P03823,3.722
P03824,9.769
P03825,7.278
P03826,9.801
P03827,6.585
P03828,7.069
P03829,3.707
P03830,7.856
P03831,0.15
P03832,4.429
P03833,4.534
P03834,2.552
P03835,7.825
P03836,0.427
P03837,0.435
P03838,7.702
P03839,7.099
P03840,5.756
P03841,2.129
P03842,4.673
P03843,0.48
P03844,6.577
P03845,2.773
P03846,4.097
P03847,6.208
P03848,1.08
P03849,7.249
P03850,1.403
P03851,7.065
P03852,5.915
P03853,6.942
P03854,3.491
P03855,3.964
P03856,0.148
P03857,0.388
P03858,1.143
P03859,2.281
P03860,1.625
P03861,8.448
P03862,3.005
P03863,2.69
P03864,4.308
P03865,5.7
P03866,0.958
P03867,2.842
P03868,6.211
P03869,0.98
P03870,9.581
P03871,3.09
P03872,8.92
P03873,1.592
P03874,7.908
P03875,6.584
P03876,5.334
P03877,4.844
P03878,7.537
P03879,4.76
P03880,4.614
P03881,6.696
P03882,4.373
P03883,1.932
P03884,2.446
P03885,8.302
P03886,1.805
P03887,6.822
P03888,0.459
P03889,8.275
P03890,8.414
P03891,1.414
P03892,4.6
P03893,1.282
P03894,5.565
P03895,5.262
P03896,7.003
P03897,0.186
P03898,4.317
P03899,3.548
P03900,8.222
P03901,3.156
P03902,7.552
P03903,6.098
P03904,6.598
P03905,4.347
P03906,0.211
P03907,2.301
P03908,6.293
P03909,9.068
P03910,5.069
P03911,1.164
P03912,2.78
P03913,4.387
P03914,6.081
P03915,0.832
P03916,0.221
P03917,9.592
P03918,9.864
P03919,7.322
P03920,2.39
P03921,1.685
P03922,9.884
P03923,6.786
P03924,8.302
P03925,5.371
P03926,3.251
P03927,0.658
P03928,1.56
P03929,8.881
P03930,8.441
P03931,5.196
P03932,0.952
P03933,9.655
P03934,0.785
P03935,2.029
P03936,0.808
P03937,3.453
P03938,3.4
P03939,8.119
P03940,8.272
P03941,9.542
P03942,1.528
P03943,5.811
P03944,9.214
P03945,5.371
P03946,9.365
P03947,5.565
P03948,0.482
P03949,4.721
P03950,4.166
P03951,9.423
P03952,1.433
P03953,5.786
P03954,0.978
P03955,1.595
P03956,9.092
P03957,1.577
P03958,3.681
P03959,7.58
P03960,9.236
P03961,9.577
P03962,2.358
P03963,9.121
P03964,6.947
P03965,0.132
P03966,2.449
P03967,8.546
P03968,0.356
P03969,4.215
P03970,7.61
P03971,6.769
P03972,5.606
P03973,6.058
P03974,3.999
P03975,7.271
P03976,2.655
P03977,3.243
P03978,4.639
P03979,5.138
P03980,0.644
P03981,4.842
P03982,9.366
P03983,8.814
P03984,9.403
P03985,0.433
P03986,2.554
P03987,7.679
P03988,9.221
P03989,1.859
P03990,7.444
P03991,2.203
P03992,7.494
P03993,2.05
P03994,6.338
P03995,4.912
P03996,0.957
P03997,9.446
P03998,5.545
P03999,9.266
P04000,2.22
P04001,2.213
P04002,7.592
P04003,8.529
P04004,8.637
P04005,4.33
P04006,7.074
P04007,8.237
P04008,8.742
P04009,7.739
P04010,3.392
P04011,9.583
P04012,0.82
P04013,1.999
P04014,7.353
P04015,9.752
P04016,5.096
P04017,0.51
P04018,6.228
P04019,2.55
P04020,9.975
P04021,0.463
P04022,6.7
P04023,4.9
P04024,2.288
P04025,8.034
P04026,4.277
P04027,0.062
P04028,1.561
P04029,9.073
P04030,3.505
P04031,4.236
P04032,4.825
P04033,0.072
P04034,8.667
P04035,4.801
P04036,4.924
P04037,6.699
P04038,8.6
P04039,7.596
P04040,6.075
P04041,2.414
P04042,8.16
P04043,1.084
P04044,8.857
P04045,5.776
P04046,3.047
P04047,0.221
P04048,7.223
P04049,8.816
P04050,2.443
P04051,1.605
P04052,2.666
P04053,0.143
P04054,8.917
P04055,9.101
P04056,1.072
P04057,1.027
P04058,4.021
P04059,7.355
P04060,2.711
P04061,1.793
P04062,1.151
P04063,7.198
P04064,3.455
P04065,6.573
P04066,6.309
P04067,8.602
P04068,7.348
P04069,7.463
P04070,9.019
P04071,7.707
P04072,8.881
P04073,6.759
P04074,8.422
P04075,6.848
P04076,1.818
P04077,8.51
P04078,3.31
P04079,0.441
P04080,2.793
P04081,7.223
P04082,2.985
P04083,8.221
P04084,8.38
P04085,0.443
P04086,2.227
P04087,8.415
P04088,2.384
P04089,6.565
P04090,6.681
P04091,3.676
P04092,6.453
P04093,6.125
P04094,4.706
P04095,7.554
P04096,7.771
P04097,3.595
P04098,6.577
P04099,4.375
P04100,3.335
P04101,1.514
P04102,1.595
P04103,5.514
P04104,9.382
P04105,3.129
P04106,6.262
P04107,3.688
P04108,6.825
P04109,1.769
P04110,3.611
P04111,9.444
P04112,2.49
P04113,6.438
P04114,6.825
P04115,0.323
P04116,7.988
P04117,1.281
P04118,6.244
P04119,8.215
P04120,5.616
P04121,7.384
P04122,4.74
P04123,3.801
P04124,5.995
P04125,1.049
P04126,4.356
P04127,6.91
P04128,0.617
P04129,6.321
P04130,1.526
P04131,1.351
P04132,9.15
P04133,1.354
P04134,0.901
P04135,1.18
P04136,5.062
P04137,0.697
P04138,1.398
P04139,5.494
P04140,9.56
P04141,6.683
P04142,3.789
P04143,1.084
P04144,6.85
P04145,4.702
P04146,3.802
P04147,0.349
P04148,5.925
P04149,4.156
P04150,5.73
P04151,4.23
P04152,5.394
P04153,6.174
P04154,3.134
P04155,6.164
P04156,8.623
P04157,7.852
P04158,2.588
P04159,2.037
P04160,0.578
P04161,1.216
P04162,4.313
P04163,3.58
P04164,0.762
P04165,3.598
P04166,0.947
P04167,5.342
P04168,1.511
P04169,2.464
P04170,7.609
P04171,9.193
P04172,4.539
P04173,0.249
P04174,6.805
P04175,8.919
P04176,3.194
P04177,6.818
P04178,4.155
P04179,7.683
P04180,2.098
P04181,0.861
P04182,1.323
P04183,6.947
P04184,3.448
P04185,9.158
P04186,5.578
P04187,3.051
P04188,3.717
P04189,3.33
P04190,8.961
P04191,6.626
P04192,8.18
P04193,1.591
P04194,5.868
P04195,6.946
P04196,7.809
P04197,8.557
P04198,5.924
P04199,0.237
P04200,5.045
P04201,8.361
P04202,2.913
P04203,0.879
P04204,6.021
P04205,3.82
P04206,8.373
P04207,0.008
P04208,6.209
P04209,6.804
P04210,8.146
P04211,8.188
P04212,7.502
P04213,1.948
P04214,7.276
P04215,1.007
P04216,6.878
P04217,4.594
P04218,5.033
P04219,3.825
P04220,0.893
P04221,2.567
P04222,5.027
P04223,7.334
P04224,2.735
P04225,3.293
P04226,7.197
P04227,8.28
P04228,9.195
P04229,2.543
P04230,7.309
P04231,3.342
P04232,2.232
P04233,7.584
P04234,8.545
P04235,3.311
P04236,1.168
P04237,4.691
P04238,3.641
P04239,0.606
P04240,4.52
P04241,0.546
P04242,2.828
P04243,6.291
P04244,1.619
P04245,0.75
P04246,8.163
P04247,4.634
P04248,3.732
P04249,8.802
P04250,6.245
P04251,5.987
P04252,3.161
P04253,1.359
P04254,6.902
P04255,8.388
P04256,5.943
P04257,1.858
P04258,0.158
P04259,0.316
P04260,2.763
P04261,4.991
P04262,7.824
P04263,9.503
P04264,1.021
P04265,4.725
P04266,4.466
P04267,4.033
P04268,9.174
P04269,8.123
P04270,7.407
P04271,6.34
P04272,2.02
P04273,8.218
P04274,1.48
P04275,5.403
P04276,5.993
P04277,3.966
P04278,7.632
P04279,1.275
P04280,1.178
P04281,0.124
P04282,4.023
P04283,9.349
P04284,5.867
P04285,5.643
P04286,1.322
P04287,0.508
P04288,9.105
P04289,0.182
P04290,8.573
P04291,3.621
P04292,6.398
P04293,2.003
P04294,3.987
P04295,7.974
P04296,0.034
P04297,7.786
P04298,4.612
P04299,9.97
P04300,5.307
P04301,1.054
P04302,7.766
P04303,9.968
P04304,6.62
P04305,3.583
P04306,1.025
P04307,4.144
P04308,1.061
P04309,9.152
P04310,1.472
P04311,4.436
P04312,5.61
P04313,4.604
P04314,6.523
P04315,3.626
P04316,0.431
P04317,0.92
P04318,9.812
P04319,0.671
P04320,6.53
P04321,2.85
P04322,0.472
P04323,3.881
P04324,3.425
P04325,2.218
P04326,8.275
P04327,5.479
P04328,9.889
P04329,6.867
P04330,3.733
P04331,8.61
P04332,1.552
P04333,7.597
P04334,0.532
P04335,6.971
P04336,1.804
P04337,3.491
P04338,7.625
P04339,7.932
P04340,7.044
P04341,9.989
P04342,4.886
P04343,3.03
P04344,2.374
P04345,2.431
P04346,3.197
P04347,6.124
P04348,1.076
P04349,1.988
P04350,6.761
P04351,8.04
P04352,6.913
P04353,6.947
P04354,0.949
P04355,1.447
P04356,5.293
P04357,4.066
P04358,5.352
P04359,1.612
P04360,0.909
P04361,9.198
P04362,0.228
P04363,3.601
P04364,4.928
P04365,9.628
P04366,2.478
P04367,3.602
P04368,0.912
P04369,1.655
P04370,8.242
P04371,4.068
P04372,7.943
P04373,4.043
P04374,5.926
P04375,5.112
P04376,5.191
P04377,2.311
P04378,4.17
P04379,7.997
P04380,9.18
P04381,1.728
P04382,3.833
P04383,3.333
P04384,3.468
P04385,4.361
P04386,5.704
P04387,1.759
P04388,0.552
P04389,4.291
P04390,5.817
P04391,2.915
P04392,0.267
P04393,0.995
P04394,4.67
P04395,9.045
P04396,4.367
P04397,6.761
P04398,1.402
P04399,1.906
P04400,9.817
P04401,8.723
P04402,4.131
P04403,8.849
P04404,3.007
P04405,3.408
P04406,5.23
P04407,8.612
P04408,1.632
P04409,9.295
P04410,5.093
P04411,3.336
P04412,4.081
P04413,2.883
P04414,9.698
P04415,3.041
P04416,9.436
P04417,7.821
P04418,9.906
P04419,6.853
P04420,9.661
P04421,6.119
P04422,3.592
P04423,8.307
P04424,7.832
P04425,7.816
P04426,7.573
P04427,9.137
P04428,4.881
P04429,3.843
P04430,6.367
P04431,2.17
P04432,2.067
P04433,4.581
P04434,0.277
P04435,9.071
P04436,2.228
P04437,4.306
P04438,0.916
P04439,8.093
P04440,9.72
P04441,4.076
P04442,9.515
P04443,8.571
P04444,7.795
P04445,4.765
P04446,6.186
P04447,7.772
P04448,2.216
P04449,4.156
P04450,3.284
P04451,0.026
P04452,3.123
P04453,3.159
P04454,3.001
P04455,5.799
P04456,1.811
P04457,6.908
P04458,5.089
P04459,1.609
P04460,5.26
P04461,4.08
P04462,4.922
P04463,6.852
P04464,7.856
P04465,3.4
P04466,9.214
P04467,0.3
P04468,0.579
P04469,7.661
P04470,5.067
P04471,2.336
P04472,7.542
P04473,6.917
P04474,0.574
P04475,9.227
P04476,8.158
P04477,2.163
P04478,5.944
P04479,6.007
P04480,3.123
P04481,7.832
P04482,9.575
P04483,3.466
P04484,1.622
P04485,4.369
P04486,3.126
P04487,3.122
P04488,6.286
P04489,6.595
P04490,7.548
P04491,0.884
P04492,5.633
P04493,9.576
P04494,6.931
P04495,4.895
P04496,6.435
P04497,1.906
P04498,7.089
P04499,2.461
P04500,6.237
P04501,0.86
P04502,5.17
P04503,4.523
P04504,4.055
P04505,8.887
P04506,0.86
P04507,7.895
P04508,8.209
P04509,4.425
P04510,2.486
P04511,7.202
P04512,5.58
P04513,2.533
P04514,0.162
P04515,2.882
P04516,1.442
P04517,8.859
P04518,1.88
P04519,9.042
P04520,5.445
P04521,9.554
P04522,0.174
P04523,6.473
P04524,6.997
P04525,4.153
P04526,6.79
P04527,1.321
P04528,6.168
P04529,3.347
P04530,5.491
P04531,4.605
